scrapping_date,one_reviews_text,review_date,review_rating,size,review_title
2022-05-21 21:12:25.760340,"
This is very expensive for the quality you get. I received the new strap on the 22nd Oct and my the 23rd November one of the arms had completely broken off with just normal use and only me using it. The strap it’s self is easy to adjust but I personally don't think much to the fit. Even when correctly adjusted it would move around on my head. All in all very disappointing
","Reviewed in the United Kingdom on November 23, 2020",1,Style: Elite 2 Strap,"
Broke in just over a month
"
2022-05-21 21:12:25.781227,"
I’m not going to lie and say I’ve tried loads of straps, I haven’t.  I’ve tried the standard strap obviously and an add on that integrates with that strap to make it more comfortable at the back.  I’ve also tried the Bobomvr (or whatever it’s called) halo strap.  This Elite strap is by far the best one so far.I went for the Bobo halo strap as the first total new strap as I’d heard it takes the pressure off your face.  That was not the case for me at all.  I found the cushioned pad at the back kept sliding up the back of my head and left the full weight of the VR unit on my cheeks.The Elite strap is really easy to get on and adjust, takes about 5 seconds to get it right.  It does not take the pressure totally off your face but it is significantly better than the others in terms of comfort.  I have seen stuff about it cracking and breaking but, touch wood, it’s been fine so far.  I’ve been very careful though about loosening the top head  strap before untightening the main strap to ensure I’m not putting pressure on it.It’s expensive for what it is but I’m very happy with it so far.
","Reviewed in the United Kingdom on December 19, 2021",5,Style: Elite 2 Strap,"
Best strap I’ve tried.
"
2022-05-21 21:12:25.802555,"
Au bout d’un mois et demi d’utilisation, la sangle s’est cassée sur le côté. Aucun enfant ne l’a utilisé et je suis plutôt du genre soigneux.  Surement un défaut de fabrication. J’aimerai savoir s’il y a eu d’autres cas comme moi ? J’ai eu de la chance de ne pas me blesser car quand ça casse net le plastique et très tranchant….  Attention donc au côté de la sangle si vous l’achetez.Sinon, mis à part cette fragilité, le produit est agréable en lui-même, mais d’après moi ne vaut pas 50 euros de plus par rapport à la sangle d’origine.
","Reviewed in France on December 28, 2020",1,Style: Elite 2 Strap,"
Attention fragilité
"
2022-05-21 21:12:25.821913,"
Its a lot of money, more fool me for buying it, cheaper ones available. Check you have the appropriate connections. So far seems to be of little real use. It connects the Oculus Quest 2 to my PC when you've downloaded the app. Like the Quest it comes with little in the way of helpful information. Found out about the app by doing an internet search.  I've yet to find anything that makes it worth buying in the first place. VR content appears linked to individual sites like Steam. You have to have bought the game there to play in VR. Perhaps as time goes by the market will open up. At the mo' it's a thumbs down.
","Reviewed in the United Kingdom on November 7, 2020",2,Style: Headset Cable,"
Disappointing, limited and expensive
"
2022-05-21 21:12:25.842220,"
It's not much more comfortable than the basic strap that comes with the Quest 2, I thought it would help relieve the pressure on my checks and forehead, but it does not. At best it stops some movement of the headset when turning quickly.it doesn't fit my 3rd party case any more either, even on its smallest setting.It is also horribly expensive for what it is, I cannot recommend it at this price when 3rd party alternatives will perform the same for a fraction of the cost. I haven't had any cracks in the plastic yet, which seems a common failure.
","Reviewed in the United Kingdom on February 18, 2021",2,Style: Elite 2 Strap,"
No huge improvement, and unbelievably expensive.
"
2022-05-21 21:12:36.117850,"
Ho usato il quest 2 fino ad'ora senza sfruttare bene le sue potenzialità.Con questo cinturino elite è tutta un altra esperienza, sembra di non indossare nemmeno il visore. Il peso è molto più distribuito e la visibilità è perfetta, non bisogna più star lì ogni due minuti a regolarlo di nuovo per vederci meglio. E' un must per chi possiede un Quest 2. Non mi spiego il prezzo sinceramente data la scarsa qualità del materiale, banalissima plastica che sembra anche abbastanza poco resistente. Aggiornerò questa recensione in futuro per dirvi se ha retto i movimenti veloci di un giocatore di Beat Saber.Edit:Vi aggiorno come promesso... metro una Stella, dopo circa un mese di utilizzo più che normale si è iniziata a spezzare sul lato sinistro. Problema riscontrato da molte persone su internet... reso subito. Amazon perfetta come sempre. Facebook sei una delusione. 50€ per un pezzo di plastica che si rompe? Comprate qualcos'altro di non ufficiale...
","Reviewed in Italy on November 22, 2020",1,Style: Elite 2 Strap,"
Edit: Non compratelo, plasticaccia.
"
2022-05-21 21:12:36.139924,"
3 stars not 5 as this should come with the headset as standard. The developers must have known the discomfort of the original headset and strap when it was tested, the strap it comes with is too uncomfortable to wear for more than 20 mins. Consumer shouldn’t have to cough up another £50 on a product already costing £300 minimum, just to play the £300 product. Plus you have the games on top as let’s face it everyone wants Beat Saber.Aside from the above points, the elite strap is very well designed and a necessity.
","Reviewed in the United Kingdom on January 7, 2022",3,Style: Elite 2 Strap,"
What a difference!
"
2022-05-21 21:12:36.161516,"
Coming from an original Oculus Quest I found the basic strap on the Quest 2 to be a massive step down. I simply can't get it comfortable and have to keep readjusting it and it also catches on my ears and irritates them too. If you're constantly have to fiddle with the headset during a game then it's breaking the immersion.It's clear that Facebook have reduced the cost of the headset to appeal to more people but have cut some corners to achieve this. They also charge a lot of money for the accessories, so this Elite strap is about £50 and the Oculus Link cable is about £90.This Elite strap does transform the Quest 2 into a more comfortable device and allows you to balance the weight a bit better. The headset itself is still heavy due to the battery etc. but this strap does help to negate that. The adjustment wheel on the back makes it much easier to adjust and less fiddly than the basic strap.It is perhaps a little expensive for what you actually get but it does improve the comfort significantly for me. The Oculus Quest 2 paired with this Elite Strap is still £50 cheaper than an original Oculus Quest was though.
","Reviewed in the United Kingdom on December 29, 2020",5,Style: Elite 2 Strap,"
Essential upgrade
"
2022-05-21 21:12:36.184112,"
This does provide a more comfortable and secure-feeling fit than the standard strap. By cupping the occipital part of your skull, it does take some of the front-heavy feeling from the Quest2. It's quite easy to fit too, taking only couple of minutes.With that said, there are a couple of negatives. The more secure fit means it's a bit more fiddly to quickly put on or take off than the simpler straps since you'll need to tighten and slacken it as required. The other is price - almost £50 for this is a bit of joke.
","Reviewed in the United Kingdom on May 29, 2021",4,Style: Elite 2 Strap,"
Better fit, but...
"
2022-05-21 21:12:36.208531,"
Save yourself your time and money, and go with a third party headstrap.I waited a couple months for them to sort out the issues but still ended up with it breaking after using it a handful of times. Oculus was well aware that these headstraps were garbage but didn't recall them all. Don't bother trying to get a ""good batch"", they're all trash.
","Reviewed in Australia on January 16, 2021",1,Style: Elite 2 Strap,"
Broke after a couple of sessions. AVOID!
"
2022-05-21 21:12:36.229484,"
Way, way more comfortable than the head strap that originally came with the Oculus Quest 2. I got a real bad headache and sore forehead using the original strap. The Elite head strap cures that problem. Seems very sturdy as well and good quality so not sure why some have been breaking. Think it was just a dodgy batch some people got. I Highly recommend 💯%
","Reviewed in the United Kingdom on November 5, 2020",5,Style: Elite 2 Strap,"
Very comfortable!
"
2022-05-21 21:12:36.252092,"
Headset (mine with elite strap) fits perfectly as you should expect ditto for charger and cable.  Controllers I'm not so sure about.  There does seem to be a special way to place them in but not convinced I get this right every time however they stay in place regardless.  I returned my first one after receiving a flattened box and thinking it looked damaged (the lid did not look a good fit with the rest of the case).  My next one looked exactly the same so I supposed that was what they should have looked like.  Really overpriced for what it is but everyone seems to be following Apple's lead on that!
","Reviewed in the United Kingdom on March 14, 2022",4,Style: Carrying Case,"
Everything fits
"
2022-05-21 21:12:36.272013,"
DO NOT buy this product. Our elite strap lasted less than 2 months before the leg snapped. Have been contacting Oculus directly since February to organise a replacement and they are less than helpful suggesting that even if I get a replacement strap that it will be a refurbished one and not a new one. Disgusted and very poor customer service.
","Reviewed in the United Kingdom on April 14, 2021",1,Style: Elite 2 Strap,"
Faulty product with non-existent customer support
"
2022-05-21 21:12:36.292226,"
I expected more for the money. To be honest if it wasn't for the fact I wanted to use a set of PSVR headphones on it I'd have kept the default strap. I also must have a funny shaped head, as I find the lower rubber ring part in the back digs into the back of my head and neck and becomes uncomfortable after a while! I wish they'd just used a strap like on the Quest 1. After all if it ain't broke. Don't fix it!
","Reviewed in the United Kingdom on November 9, 2020",2,Style: Elite 2 Strap,"
Not worth the money buy a country mile!
"
2022-05-21 21:12:36.316381,"
This is far more comfortable than the standard strap that comes with the Quest 2. However, if it just had a weightier back end, which balanced out the front end weight of the Quest 2 , it would be pretty much perfect. That said, it still deserves a 4 star rating as it is far easier to put on and far more stable at holding the headset in place.  16/08/21 Additional:  the side of the strap now has 2 cracks in it, see picture.  Apparently Oculus will replace these FOC, so if they do, I will put the review back up to 4 stars but I have currently dropped it to 2 stars as, after only 3 months, the thing is broken and I use it about once a week.
","Reviewed in the United Kingdom on June 4, 2021",2,Style: Elite 2 Strap,"
Comfy-ish, but needs a back weight to balance the headset
"
2022-05-21 21:12:46.647787,"

Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:36Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:36 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.


 Having purchased the aftermarket one’s previously and returned the both, I know it is a bit pricey but paying the extra £20-30 for this is without doubt the best choice. As the pictures show you can fit the elite headset and there is ample room for everything. Good quality case and when spending £300 odd pounds on the device this is very much worth the money, buying both as a bundle with the breakdown care is the best choice. Zip is nice and smooth and all can be done with ease with one hand as shown in the video.Not much to say by way of pro’s and con’s, it does what it needs to and does it very well at that.
","Reviewed in the United Kingdom on May 17, 2021",5,Style: Carrying Case,"
Best case..worth spending the extra money!
"
2022-05-21 21:12:46.670174,"
I wanted to get the battery variant but I was not interested in the bundle with the travelling case. The product itself is comfortable but lacks the battery, thus it is simply a plastic strap.The product description clearly stated Li Battery required and was vague on this crucial detail, with a similar price tag as well it is quite difficult to get the right item.
","Reviewed in the United Kingdom on November 6, 2020",1,Style: Elite 2 Strap,"
Be aware, misleading information! No battery variant
"
2022-05-21 21:12:46.695332,"
I purchased the Oculus Quest 2 Elite Strap for Enhanced Support and Comfort form Amazon on 24th November 2020, and the return window was closed on March 1st. However, without me present, I noticed the strap snapped and broke. I was really disappointed because it cost £40 and I expected a good quality product (that's why I purchased the original Oculus one). I checked 10 times, and was surprised there is no serial number on the head strap, the only information written is ""Made in China"" (see photo), which makes me feel I wasn't sold a good quality product (it comes from Oculus though).I need to clarify, I was always careful with the headset, I NEVER dropped it or forced it in any way, and it did not break while I handled it, but while it was sitting on the side. I would like some explanation and I would appreciate compensation/replacement.I changed my review from 1 star to 3 stars because Amazon allowed me to return and get a refund.
","Reviewed in the United Kingdom on March 25, 2021",3,Style: Elite 2 Strap,"
Broke just by sitting on its own overnight, soon after the return window closed.
"
2022-05-21 21:12:46.716737,"
I purchased the link cable as the oculus site describes the cable as 'dual function'.... Blistering speed while charging the headset.This isn't true, the cable was not charging the headset sonincontacted their support team.I was told:""We have an update regarding on our request, they have updated the Oculus Link as it is not for charging purposes because mostly it cause the headset some trouble on the battery issue later on but it somehow maintains the device from not turning off when it is connected to a computer. Also please do note for your safety purposes please refrain from playing VR while charging it's just for precautionary measure for I care about your safe.In line with that, I would suggest I you want a longer span of playtime, there is an Elite Strap with Battery that serves as an expansion for the battery of the headset.I apologize that we are not able to give you a possible replacement for the issue will always be the same as the Oculus Link is typically not for charging purposes.
","Reviewed in the United Kingdom on January 18, 2022",1,Style: Headset Cable,"
Link cable does not charge headset
"
2022-05-21 21:12:46.737830,"
Slightly less comfortable than the halo strap of the rift s I am struggling to understand why this is not the default strap to ship with the quest 2.  It feels good but I can understand why they break so easily as you can overtighten this on your face quite dramatically.  Would I recommend it to anyone?  Yes and no.  Yes it does the job and is good, no as there are literally dozens of alternative straps at a cheaper price point that do nearly the same thing.
","Reviewed in the United Kingdom on April 24, 2021",3,Style: Elite 2 Strap,"
Why is this not the standard?
"
2022-05-21 21:12:46.760771,"
Really REALLY disappointed.  I gave away my £35 unbranded strap to my some thinking I’ll have Ruhr ‘official’ strap.  Within a couple of weeks the plastic strap cracked and snapped!  They are way more brittle than they should be, leading enough to believe that either there is a manufacturing batch problem or it wasn’t a genuine article.  Compared to the quality of the oculus quest 2, I have to believe I was sold a fake!
","Reviewed in the United Kingdom on May 21, 2021",2,Style: Elite 2 Strap,"
Can’t have been a genuine article!
"
2022-05-21 21:12:46.781338,"
Same feedback as most others that this makes wearing the headset a lot more comfortable and more balanced, weight wise, on your head for a nicer gaming experience.I’ve no idea how other people were snapping their headset arms as replacing the standard strap is a piece of cake and very simple to do.Glad I got this despite the extra expense, it is worth it & I love the packaging so will keep it for putting bits & bobs in.
","Reviewed in the United Kingdom on January 25, 2022",4,Style: Elite Strap with Battery,"
Much better than basic head strap
"
2022-05-21 21:12:46.803375,"
The elite strap makes using the quest 2 massively more comfortable, I've owned my quest for just over a year now (boxing day 2021) and I had never once played it long enough for the battery to go flat purely because it would get uncomfortable long before that. Now I've got the elite strap I wish I'd gotten it long ago at the same time as the headset itself, because it's completely unbelievable the difference it makes, plus it's much easier to adjust the fitting of this strap in my honest opinion.
","Reviewed in the United Kingdom on February 13, 2022",5,Style: Elite 2 Strap,"
Honestly amazing how much of a difference this makes.
"
2022-05-21 21:12:46.824427,"
Despite there being a lot of alternative cables on the market which claim to do the same thing for a third of the price - I decided to buy the official version because I just wanted it to work properly. I also have a usb C port on my pc so all the negative reviews about it being usb C didn't put me off... Well, even so - it just doesn't work well at all. I set it all up in the Oculus app, but every 5 minutes it says my headset is not connected. I'm sure if I were very technically minded I could troubleshoot and change a few settings and get it all to work - but I'm not, and if I pay £90 for a cable I expect to be able to just plug it in and have it work without hours of faffing and watching tutorial videos etc. to work out why it doesn't seem to work.
","Reviewed in the United Kingdom on November 18, 2021",1,Style: Headset Cable,"
Doesn't work
"
2022-05-21 21:12:46.846409,"
I bought this more for the comfort of the strap rather than the battery (though the longer battery life makes a huge difference too). I have only had my Quest 2 a month or two but in that time I struggled to play for more than half an hour because of the throbbing headaches I'd get from having the headset strapped tightly to my face. With this elite strap, that issue has now gone. With the support at the back which moulds around your head and the dial to tighten or loosen the strap you can now easily have it sat snuggly around your head without being too tight, and no more headaches!I would say that this should really be part of the base headset. It's much sturdier than just the strap and the weight of it counterbalances the weight of the headset so it feels much less like it's pulling down on the front of your face. It's a little pricey for what it is but it does make a huge difference.
","Reviewed in the United Kingdom on January 29, 2022",5,Style: Elite Strap with Battery,"
Much more comfortable
"
2022-05-21 21:12:57.166975,"
Definitely an improvement on the standard strap and makes the weight distribution of the headset more even.Easy to put on and take off as it has a dial to loosen the headset at the back. A small part of me still firmly believes this elite strap should have been part of the original headset, as its unfair to make consumers pay extra for a strap to fix the inadequacies and flaws of the original headset
","Reviewed in the United Kingdom on December 23, 2021",5,Style: Elite 2 Strap,"
Improvement on standard strap
"
2022-05-21 21:12:57.189828,"
Ho fatto il reso perché il cavo non merita 99€.Ho un connettore Type-C sulla scheda madre (MSI MORTAR MAX) ed il test di velocità segnava la corretta velocità di 2.3 Mbps.Dopo 3/4 giorni però non faceva più contatto disconnettendosi e riconnettendosi continuamente.Il connettore Type-C del cavo Oculus stava rovinando la porta sul PC.Consiglio al produttore di sostituire il Type-C lato PC con un Type-A (sempre a parità di specifica usb 3.1) per poter reggere il peso, anche parziale, di un cavo di 5mt (adattatori da C ad A sono sconsigliati poichè potrebbero guastare il segnale).Il Type-A è anche sicuramente più diffuso.Rispetto per il cliente : un cavo a quel prezzo deve essere perfetto.Ora utilizzo il cavo di Amavasion sempre venduto su Amazon che è molto più stabile in aggancio, costa 1/3, ha velocità di 2.2 Mbps e la ricarica batteria in gioco è accettabile.Amazon perfetto come al solito.
","Reviewed in Italy on November 11, 2020",2,Style: Headset Cable,"
Il Type-C non è adatto per la porta PC
"
2022-05-21 21:12:57.210976,"
I'm really glad I bought this case. The Oculus Quest 2 is an expensive piece of kit, and I was keen to get a rugged case that I knew would be protecting my investment. Needless to say, this case delivers the protection I was after. It's a hard shell with appropriately sized compartments to hold the headset, the two controllers, and the charging cable.Sometimes when I'm lowering the headset in, it does feel like the foam surrounding the eyepieces is getting caught on the hard plastic interior of the case, but this is a minor comment.
","Reviewed in the United Kingdom on February 18, 2021",4,Style: Carrying Case,"
Perfect Protective Case for Oculus Quest 2
"
2022-05-21 21:12:57.237977,"
so had it a while but not used it due to busy work schedule decided to finally get in some game time in and this happened must have used it less than 20 times and it breaks shocking how cheap and weak the plastic is would not recommend
","Reviewed in the United Kingdom on November 25, 2021",1,Style: Elite 2 Strap,"
Quality is sub standard
"
2022-05-21 21:12:57.260368,"
I managed to buy this on offer, but now  having seen and touched it, it's well-worth the full price.Surprisingly compact and well designed, with  even the zipper line being mostly hidden.Extremely tough and rigid, but light and nice to the touch.Inside it's similar, with simple design and well crafted moulded rigid plastic. Everything sits well and holds the headset and controllers snuggly.
","Reviewed in the United Kingdom on January 23, 2022",5,Style: Carrying Case,"
Quality with protection
"
2022-05-21 21:12:57.282558,"
The driver was incredible. He told my mum he needed the delivery code but she didng have it and since I'm usually in lunch at this time my mum tried calling me but it had changed and was now a 3,2 split. She got the school to give me a message and I called her in-between lessons, she said she needed the code and the driver had said he would come back later. He came back again and she still didn't have it. So he said he would come back at the end of his round. I looked I my email, screenshotted the code and sent it to me mum. Then, later at 4 o'clock the parcel was delivered and my mum gave him the code. Also the vr headset itself is incredible I am already a huge vr fan after only days. I put it on and instantly am taken into a brand new world and it often feels strange to go back to reality after being so immersed in a game. It has incredible service. It is an incredible product. Overall, its just a really good buy. Definitely worth the money.
","Reviewed in the United Kingdom on May 9, 2022",5,Style: Elite 2 Strap,"
Incredible delivery service, incredible product.
"
2022-05-21 21:12:57.305384,"
I am amazed at how poor the build is on this.The zip is controlled just by a tied on piece of thread, and the actual zip is flimsy and catches.The finishing in the edge of the case is a bit ragged tooWithout a doubt not worth even half the price paid
","Reviewed in the United Kingdom on October 23, 2020",2,Style: Carrying Case,"
Poor quality and useless zip
"
2022-05-21 21:12:57.327249,"
I don’t know why the elite strap isn’t the standard strap it’s such a massive improvement over the fabric one that comes with the quest 2 holds the whole thing on your head so much better you can look down without it trying to fall off and the extra up to 2 hours of play time is great and with the extra weight it has it provides a nice little bit of counter weight on the back of your head to off set the quest
","Reviewed in the United Kingdom on December 30, 2021",5,Style: Elite Strap with Battery,"
A must have
"
2022-05-21 21:12:57.347668,"
If you are going to be using a Quest 2 on a fairly regular basis, you need this for comfort and ease. I stream VR games at least once a week, the elite strap is much more comfortable and user friendly. I can tilt my headset up for a moment to see the real world and it won't fall back down, the turn handle to tighten and loosen is easy to use and have found I get a much better fit.
","Reviewed in the United Kingdom on July 4, 2021",5,Style: Elite 2 Strap,"
A must have for regular users
"
2022-05-21 21:12:57.369965,"
デザインを重視ししすぎてエッグシェル状の形態ばかりを優先したため使い物になりません。第一に持ち手がリング状でこの重量の物を持つには持ちにくいです。最大の欠点は蓋と本体の隙間を狭くしたいがために、ジッパーの持ち手部分が通常の形では幅が大きくはまらないので紐で代用したことです。買って1週間で紐が脱落しあまりの隙間の狭さに二度と装着できません。開閉不能となったので直ちに返品手続きをとりました。純正にもかかわらずコントローラの収納部分も収まりが悪いなどいいところは一つもありません。サードパーティ製のものを買い直しましたが、圧倒的に安く作りもしっかりしています。絶対に購入ボタンを押すべきではありません。追記　買って一週間でジッパーが壊れて開閉不能になったため返品としてアマゾンに送ったところ「使用感あり、内側に汚れがある為返金処理できない」とのメールが来ました。商品に問題があったから返品しているのに使用感があるからダメってどういうことなのか。カスタマセンターにクレーム電話したら返金処理を続けますって、だったら最初からそうしろよって感じです。
","Reviewed in Japan on October 27, 2020",1,Style: Carrying Case,"
このケースは買ってはダメです
"
2022-05-21 21:13:07.640724,"
The Oculus cable is a ridiculous price, I hoped it would make life easier if there were queries, but the cable never worked as a link cable only as a charger. Initially Oculus were like USB converters not supported, then on new PC with native USB C they claimed the cable was never intended for VR Link. We are about 8 months in and much cheaper 3rd party cables are working fine, but Oculus support still grinding along not come to satisfactory resolution.Moral buy the cheaper cables.
","Reviewed in the United Kingdom on August 30, 2021",1,Style: Headset Cable,"
Doesn't work
"
2022-05-21 21:13:07.663496,"
I like a lot of other reviwers here, did not take notice or read the news regarding this product, after just 2 weeks of use my strap started to develop cracks down the left hand strap, this was not due to over using product or stretching over the head as some other reviews suggest. These fault lines seems to develop on ""mis-mouled"" plastic seams. this seems to be a design error or poor manufacturing process. Amazon however has already sent me a new unit and the new one does not have the same plastic mould lines as the last so it should be fine.dissapointing that Facebook would allow such product production with such a high purchase price. Also the amount of packaging with this item is insane !!!
","Reviewed in the United Kingdom on July 4, 2021",2,Style: Elite 2 Strap,"
Cracks in straps
"
2022-05-21 21:13:07.685967,"
I had the Quest 2 headset for a few days before ordering this and found the standard issued straps awkward to put on and take off with my glasses and it eould keep slipping no matter how much I played around with them but this is leaps and bounds better.  I can only assume it is not included with the headset as a cost cutting thing
","Reviewed in the United Kingdom on March 2, 2022",5,Style: Elite Strap with Battery,"
Just so much better
"
2022-05-21 21:13:07.707137,"
Improves the comfort / ease of fit of the headset quite a bit over the stock headstrap, however is still very front heavy.  Despite getting a strap that was released supposedly after the straps materials had been improved i have noticed small hair line cracks in the plastic appear where it clips onto the headset.  Now that we have cheaper alternatives on the market id avoid this strap and go for a cheaper third party version.
","Reviewed in the United Kingdom on August 29, 2021",3,Style: Elite 2 Strap,"
Expensive for what it is and still plagued by durability issues
"
2022-05-21 21:13:07.736134,"
Para comenzar, mi primera impresión debo hacer hincapié en que la pantalla es pequeña, comparada con las vive. Soy de fusionar la el visor a mi cara, cual careta de buzo (que después de minutos, dejan un tatuaje permanente enrojecido en las zonas de contacto) ello ocasiona que vea los bordes de la pantalla y sus esquinas ""redondeadas"" (entiendo que son bordes tratados por software, para ajustarse a los 3 IPDs). Vengo de una pantalla Amoled, así que pierdo colores sobresaturados pero atractivos y negros negros, bien negros, super negros... no grises... pasar a un panel LCD se nota, colores más pálidos y negros más grisáceos.No obstante, nada de esto es capaz de eclipsar lo bueno. Pantalla casi sin SDE (no comparemos con mis antiguos visores... es una pasada poder leer con claridad sin dejarte la vista en el intento), con una resolucion escandalosa, que en PCVR hace sudar a mi equipo, y en standalone te permite ver una pelicula en netflix, o un video de youtube, con una calidad excelente y sin que te duela la vista.Mi IPD no tengo ni idea de cuanto es, en las vive lo ponia en 63mm, aquí lo pongo en posicion 2 y veo perfecto. Un punto dulce bastante amplio cuando le coges el centro, y con un glare mejor que el de vive. La mejor manera para obtener un buen punto dulce es colocar el visor en la cara, ajustarlo al centro donde veamos mejor, y ya luego ajustar las cintas. Aunque recomiendo el Halo Strap de chinolandia.En cuanto al tracking, hecho de menos la fidelidad de los lighthouses, sobre todo con luz escasa, o cuando se pasan las manos detrás de la espalda, pero los sensores internos de las manos, y las cuatro camaras de las gafas, hacen su trabajo a la perfección. Hasta la fecha no me ha dado ningún tipo de problema en ningun juego.Como guinda del pastel, tracking de manos. En su época fui backer de leap motion, me encantó, a pesar de lo poco práctico que era esa barra metálica pegado al visor DK2. Este tracking de manos, funciona de manera similar (aunque sin sus camaras IR, pero usa varias cámaras para discernir profundidad), no es perfecto, pero es un añadido gratuito que metieron los desarrolladores para sacarse la minga frente a los demás visores quedar por delante de visores más caros y/o modernos. De momento no me ha dado fallos al usarlo y se agradece que cada vez más aplicaciones lo vayan incluyendo como modo de manejo alternativo.Los mandos son excelentes, tras hacerles una cinta al mas puro estilo Valve Index (por supuesto, con coleteros, mas gratis imposible) hacen que la sujecion con mi mano sea perfecta. Me encanta la disposicion de los botones, gatillos y el joystick. Como otra guinda, sobre la guinda, tiene sensores que te controlan dónde pones los dedos y qué presión ejerces en los gatillos. Brutal!La batería me dura algo más de dos horas con los dos juegos que tengo de momento: Blaston y Pistol Whip. No he tenido ningun problema de apagón en mitad del juego, ya que siempre dejo cargando el visor cuando acabo, tarda aproximadamente dos horas en cargar al 100%. Se puede usar cargando, pero no es nada practico. La bateria de los mandos es eterna, dicen que dura uno o dos meses con unas pilas normales. No he gastado ni el 1% en el tiempo de uso que llevo.El sonido es muy bueno. No es tan malo como otros dicen. ¿Por qué? Porque no te anula el exterior, si no quieres. Si subes el volumen lo suficiente, puedes anular el ruido del exterior, pero vas a provocar que TODOS se enteren de a qué estas jugando. Pero tiene un compendio muy bueno entre graves y agudos. Para mi gusto personal, OJO! para mi gusto personal es mucho mejor que el sonido del Deluxe Audio Strap de HTC.Bueno, la guinda, sobre la guinda de la guinda, está en el Oculus link. Ese cable largo, pesado y caro (si no recurrimos a nuestros amigos asiaticos) que te permite convertir un standalone en un PCVR casi en condiciones. Digo casi en condiciones, porque en ciertas aplicaciones o juegos se nota la compresión. Pero con la ultima actualización y un poco de optimizacion manual cacharrera, he conseguido que se vea de escándalo. Cualquier aplicacion, juego, ya sea de oculus o steamVR, se puede jugar con total normalidad.Conclusión a este testamento.¿Me arrepiento de comprar las quest 2 de 256 por algo mas de 400€ gastos incluidos porque vivo en Canarias? NO!!¿Si tuviera 300€ más me compraría las HP REVERB G2? No! no tengo gráfica para tanto. Con la RTX2060 voy raspando en ciertos juegos más demandantes, sin embargo, he tenido que trastear por los ajustes de link para que no me haga mucha distorsion por compresión y poder mantener un buen equilibrio entre calidad grafica y rendimiento.¿Hecho de menos mis antiguos visores? No. Es un salto en tecnología desde que salio vive en 2016. Sin embargo, si tuviera el quest original, quizás si me replanteaba el cambio.Con esto no quiero decir que las HP sean peores. Simplemente quiero decir que para mi juicio éstas cumplen con mis expectativas con creces. A pesar de dos o tres desventajas que le veo, el resto son todo ventajas.Si tuviera que ponerle una nota, quizas le pondría un 8/10. Calidad precio es rompedor, pero habria invertido más tiempo y dinero en algunos aspectos, como las lentes, o la pantalla, ya que el microled da mejores resultados que un panel LCD.
","Reviewed in Spain on January 13, 2021",5,Style: Headset Cable,"
Review intensa
"
2022-05-21 21:13:07.780018,"
I wasn't sure about spending so much on this strap but it seems well worth it, I no longer have to keep adjusting it to fit different heads and as I wear glasses it's so much easier to put on and remove the headset. Just turn the dial at the back and tilt the headset upwards and it's so easy to lift off.
","Reviewed in the United Kingdom on October 22, 2021",4,Style: Elite 2 Strap,"
Perfect fit
"
2022-05-21 21:13:07.808939,"
Perfect for the extra play time and feels just as good as the quest headset, not as convenient as cheaper headsets that can easily slip on and off without having to twist the rear control to release and tighten, this becomes an issue when other people use it, as it cups the back of the head, they risk breaking it by yanking it off, still best option for extra battery
","Reviewed in the United Kingdom on January 10, 2022",4,Style: Elite Strap with Battery,"
Great battery life, great quality, twist to release can be anoying
"
2022-05-21 21:13:07.831877,"
The strap which comes with it, although adequate was proving a bit annoying for the kids to adjust for their varying head sizes. This has solved all of that and its much comfier as well. Annoyed it took me so long to find out this even existed.Easy to swap out, much better fit. Personally its a no brainer.
","Reviewed in the United Kingdom on November 8, 2021",5,Style: Elite 2 Strap,"
Must have upgrade
"
2022-05-21 21:13:07.860801,"
This is a good strap - but I found the cupping straps at the back to be a bit hard and they did cause discomfort. I fitted the rear strap padding available from VR Covers (Gauss Tech) that they produce for the original Quest.The velcro fasteners are not ideally placed, but it stays in place just fine using just the bottom ones and the two together make the Quest 2 extremely comfy.
","Reviewed in the United Kingdom on November 10, 2020",4,Style: Elite 2 Strap,"
Excellent Option - With Padding
"
2022-05-21 21:13:07.884764,"
I've seen some criticism of the official elite strap but for me it's been brilliant.A much more comfortable fit than the original strap, quick and easy to tighten and pretty solid.I've been using it for Months now and it's still going strong.
","Reviewed in the United Kingdom on December 31, 2021",5,Style: Elite 2 Strap,"
Comfortable and well built
"
2022-05-21 21:13:18.173176,"
When I first looked at this item the price seemed a bit steep! It was to accompany an Oculus as a Christmas gift. After already spending £400 on the Oculus itself I was slightly out off spending another £50.However, spending that £50 was worth it as it’s was a great gift. The receiver was able to unpackage their Oculus and put it straight into this case.It’s a high quality item and looks very classy. My only issue was I would of appreciated a picture of how the Oculus went into the case. I did have to Google it!
","Reviewed in the United Kingdom on January 7, 2022",4,Style: Carrying Case,"
Very good addition to an Oculus
"
