scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback,revie_count
2022-06-13 22:57:18.744649,Godreilm,Slow campaign great multiplayer,"This game is quite fun.  It feels very immersive and authentic if you are into mech type games.  I like my games more fast pace, but the speed of gameplay while in combat feels right for what the game is.  

Pros:  playing the first three missions give you all you need for multiplayer experience.

Multiplayer feels very true to the genre especially a walkie talkie you can grab to communicate in game.

Customizable mechs during respawn makes it an ever changing flow of battle.  You switch out mech type and weapons your opponents have to do the same to counter.  

The level of equipment for each mech is very solid and allows you to customize everything you want function wise.  I joined a room of very experienced players for my first game and was able to make myself useful by equipping a long range mech and engaging enemies with powerful shots while not being out in the open.  There are other styles of play but it was my first match of this type and it was effective.

Fundamentally gameplay has very few flaws minus user error.

Cons:  jump jets are easy to use, but hard to master.

Campaign is not really interesting enough to complete. I finished mission three and got frustrated with the episode style do some random BS talk to  All NPC be told to sleep flow.  It is not good for any game and I feel like it is alluding to low mission count to drag out game length.  My guess is this game has 15-19 missions tops with the level of episodic BS.  This is why it is a four star.  It is insulting to players.  I plan on finishing the campaign but it’s painful to try and finish in one go.


Hands stick and fling out like they are stuck to a magnet when outside of mech.

TTK is painfully a slow trying to solo a 1v 1 online, but as I said it works for this game.  I feel limbs should be easier to take out with a heavy rocket instead of 5 shots or more.  I have played with hitting joints with gauss rifle and dual gauss rifles but it does not do extra damage.  I feel this should be fixed.  Players should be rewarded for making skillful difficult shots.

It would be nice to use weapons like a flame thrower to overheat enemy mechs as well to add in a support type weapon for those who are great at head on attacks.

Would be nice to have repair drone to fix zones player feels are important that use resources like fuels and heat.

Other than that the online player base is small currently, but the quality of player both in attitude and skill is very high.  

In short get the game if you like mech games and want a fun multiplayer mech game.  Don’t grab it if you want compelling campaign. It will feel like a waste of money.",Apr 19 at 7:56 AM,4, 2, ,175
2022-06-13 22:57:25.883596,Xraap,Game is more than just amazing,"This game is more than amazing, I knew it was going to be fire 🔥 when I preordered it 6 days before release. You can have so much fun playing it and the community is very chill and mature. I love this game. 

I got 2 disclaimers tho…there are not a lof of online players so it takes a bit to find a full server. ITS WORTH THE WAIT THO. 
2nd… The story is not really dragging you into the real experience potential this game has to offer. The campaign can be very challenging for beginners. The real fun is the multiplayer modes.

I hope to see more active players in the future.",Mar 4 at 2:57 PM,4, 18, ,175
2022-06-13 22:57:25.902868,ScowlinMunkeh,Mayhem!,"I’m an old Steel Battalion player (remember that giant console with a gazillion switches you needed just to switch your mech on?) and have been looking for something as immersive for years. This is the closest I have found so far, and it is great, chaotic fun!

The campaign is good - a nice story, fun characters, different things to do etc. However, multiplayer is where it’s at.  Different maps, different game types, and a ton of mechs going at it - madness!

I love the controls. Stick it in gear, twist to turn, pull to jump, yank to honk your horn - it’s a great vibe. It really suits VR, being sat in that cockpit looking out into the world.

Considering the limitations of the OQ2, the graphics are good, and where the textures are a bit lacking you don’t really care when you’re in the thick of it.

Great fun. Get it.",May 4 at 9:35 AM,5, 0, ,175
2022-06-13 22:57:25.916464,Cast_No_Shadow,"This game is definitely a ""must have""","Extremely addictive gameplay, coupled with what is hands down the most awesome and nicest community in gaming. There is a steep learning curve, but lots of people who are willing to give you tips along the way.",23 days ago,5, 0, ,175
2022-06-13 22:57:25.930786,Full_English,Not good. At least not yet.,"I wasn’t playing this for a multiplayer bonanza, I was looking for some single player fun, this has potential but there are just too many things that put me off.

Pros: 
-You’re in a mech

-The cockpit controls are fun and immersive 

Cons:

-voice acting sound stiff and awkward, and worse when the two other security guards are going at each other 

-mandatory sections where you have to go around talking to everyone. (yea the dialogue can be skipped but even then, to get to the next mission you have to talk to everyone and figure out what initiates the “go to sleep” so you can start the next mission)

-mech customisation just changes your weapons, you can’t change paint schemes, or interior, maybe you can in the multiplayer, but like I said, I’m here for the single player. 

-the devs seem to have a very specific load out in mind for each mission, for example in the first mission, I was the super tanky mech, with 4 weapons, and there was a chase that I litterally couldn’t keep up with, and only after trying a separate faster mech was I able to keep up. 

-time limited missions: I get it you want it to feel immersive, but if on mission 2 you cant keep up the mission fails, (which as mentioned before meant that you just couldn’t play one of the mech types) and on mission 4, if you don’t use these boost pads you can’t make it to the destination in time and the mission fails, which wouldn’t be an issue if: 

-the flight controls are way, way too floaty! Landing on a boost pad required you to fly on to a very small area, but these things have so much momentum, that it can be incredibly difficult to land on them, and when 1, it’s time limmited and 2, only your second real time in the mech, it makes it incredibly frustrating, and once you build up enough momentum, it’s incredibly difficult to stop without just ramming into a wall

-the fuel takes way too long to come back. If you mess up a jump, your only option, is to sit and wait for it to come back enough for you to be able to try again which is made worse by the fact that the mission is time limited!",Mar 6 at 1:25 AM,2, 17,"- Hi Full_English, thanks for giving our game a shot. You are indeed right that mech customization is primarily about weapons, though in MP you can select from all 7 grinders, each with their own unique loadouts and weapon options. On top of this, there are mods which can alter your gameplay quite significantly.

-  In terms of cosmetics, we have chosen to focus much more on player cosmetics. You can choose from 6 pilots models, and there are almost 30 headgears you can outfit to make yourself unique online. On almost all missions, you have the option to change your grinder and loadouts, though yes we decided it was best to offer at least the most sensible option as a default. 

- The ""boost pads"" you refer to on Mission3 will happen whenever you land on the pad. There is no time limit, and it will start the lightning after being ontop of it for a short time. In fact, there are really no time limits anywhere in our campaign, with the exception of 1 very special moment in the campaign. Fuel management is a very important part of the intended gameplay, mostly it's made this way for fairness in multiplayer. Since we want the player to learn the ropes through the campaign, we needed to keep this the same. Thanks again for trying the game, I hope this has cleared up some things for you!",175
2022-06-13 22:57:25.944526,Godreilm,Slow campaign great multiplayer,"This game is quite fun.  It feels very immersive and authentic if you are into mech type games.  I like my games more fast pace, but the speed of gameplay while in combat feels right for what the game is.  

Pros:  playing the first three missions give you all you need for multiplayer experience.

Multiplayer feels very true to the genre especially a walkie talkie you can grab to communicate in game.

Customizable mechs during respawn makes it an ever changing flow of battle.  You switch out mech type and weapons your opponents have to do the same to counter.  

The level of equipment for each mech is very solid and allows you to customize everything you want function wise.  I joined a room of very experienced players for my first game and was able to make myself useful by equipping a long range mech and engaging enemies with powerful shots while not being out in the open.  There are other styles of play but it was my first match of this type and it was effective.

Fundamentally gameplay has very few flaws minus user error.

Cons:  jump jets are easy to use, but hard to master.

Campaign is not really interesting enough to complete. I finished mission three and got frustrated with the episode style do some random BS talk to  All NPC be told to sleep flow.  It is not good for any game and I feel like it is alluding to low mission count to drag out game length.  My guess is this game has 15-19 missions tops with the level of episodic BS.  This is why it is a four star.  It is insulting to players.  I plan on finishing the campaign but it’s painful to try and finish in one go.


Hands stick and fling out like they are stuck to a magnet when outside of mech.

TTK is painfully a slow trying to solo a 1v 1 online, but as I said it works for this game.  I feel limbs should be easier to take out with a heavy rocket instead of 5 shots or more.  I have played with hitting joints with gauss rifle and dual gauss rifles but it does not do extra damage.  I feel this should be fixed.  Players should be rewarded for making skillful difficult shots.

It would be nice to use weapons like a flame thrower to overheat enemy mechs as well to add in a support type weapon for those who are great at head on attacks.

Would be nice to have repair drone to fix zones player feels are important that use resources like fuels and heat.

Other than that the online player base is small currently, but the quality of player both in attitude and skill is very high.  

In short get the game if you like mech games and want a fun multiplayer mech game.  Don’t grab it if you want compelling campaign. It will feel like a waste of money.",Apr 19 at 7:56 AM,4, 2, ,175
2022-06-13 22:57:33.057457,Xraap,Game is more than just amazing,"This game is more than amazing, I knew it was going to be fire 🔥 when I preordered it 6 days before release. You can have so much fun playing it and the community is very chill and mature. I love this game. 

I got 2 disclaimers tho…there are not a lof of online players so it takes a bit to find a full server. ITS WORTH THE WAIT THO. 
2nd… The story is not really dragging you into the real experience potential this game has to offer. The campaign can be very challenging for beginners. The real fun is the multiplayer modes.

I hope to see more active players in the future.",Mar 4 at 2:57 PM,4, 18, ,175
2022-06-13 22:57:33.070916,ScowlinMunkeh,Mayhem!,"I’m an old Steel Battalion player (remember that giant console with a gazillion switches you needed just to switch your mech on?) and have been looking for something as immersive for years. This is the closest I have found so far, and it is great, chaotic fun!

The campaign is good - a nice story, fun characters, different things to do etc. However, multiplayer is where it’s at.  Different maps, different game types, and a ton of mechs going at it - madness!

I love the controls. Stick it in gear, twist to turn, pull to jump, yank to honk your horn - it’s a great vibe. It really suits VR, being sat in that cockpit looking out into the world.

Considering the limitations of the OQ2, the graphics are good, and where the textures are a bit lacking you don’t really care when you’re in the thick of it.

Great fun. Get it.",May 4 at 9:35 AM,5, 0, ,175
2022-06-13 22:57:33.084901,Cast_No_Shadow,"This game is definitely a ""must have""","Extremely addictive gameplay, coupled with what is hands down the most awesome and nicest community in gaming. There is a steep learning curve, but lots of people who are willing to give you tips along the way.",23 days ago,5, 0, ,175
2022-06-13 22:57:33.099466,Full_English,Not good. At least not yet.,"I wasn’t playing this for a multiplayer bonanza, I was looking for some single player fun, this has potential but there are just too many things that put me off.

Pros: 
-You’re in a mech

-The cockpit controls are fun and immersive 

Cons:

-voice acting sound stiff and awkward, and worse when the two other security guards are going at each other 

-mandatory sections where you have to go around talking to everyone. (yea the dialogue can be skipped but even then, to get to the next mission you have to talk to everyone and figure out what initiates the “go to sleep” so you can start the next mission)

-mech customisation just changes your weapons, you can’t change paint schemes, or interior, maybe you can in the multiplayer, but like I said, I’m here for the single player. 

-the devs seem to have a very specific load out in mind for each mission, for example in the first mission, I was the super tanky mech, with 4 weapons, and there was a chase that I litterally couldn’t keep up with, and only after trying a separate faster mech was I able to keep up. 

-time limited missions: I get it you want it to feel immersive, but if on mission 2 you cant keep up the mission fails, (which as mentioned before meant that you just couldn’t play one of the mech types) and on mission 4, if you don’t use these boost pads you can’t make it to the destination in time and the mission fails, which wouldn’t be an issue if: 

-the flight controls are way, way too floaty! Landing on a boost pad required you to fly on to a very small area, but these things have so much momentum, that it can be incredibly difficult to land on them, and when 1, it’s time limmited and 2, only your second real time in the mech, it makes it incredibly frustrating, and once you build up enough momentum, it’s incredibly difficult to stop without just ramming into a wall

-the fuel takes way too long to come back. If you mess up a jump, your only option, is to sit and wait for it to come back enough for you to be able to try again which is made worse by the fact that the mission is time limited!",Mar 6 at 1:25 AM,2, 17,"- Hi Full_English, thanks for giving our game a shot. You are indeed right that mech customization is primarily about weapons, though in MP you can select from all 7 grinders, each with their own unique loadouts and weapon options. On top of this, there are mods which can alter your gameplay quite significantly.

-  In terms of cosmetics, we have chosen to focus much more on player cosmetics. You can choose from 6 pilots models, and there are almost 30 headgears you can outfit to make yourself unique online. On almost all missions, you have the option to change your grinder and loadouts, though yes we decided it was best to offer at least the most sensible option as a default. 

- The ""boost pads"" you refer to on Mission3 will happen whenever you land on the pad. There is no time limit, and it will start the lightning after being ontop of it for a short time. In fact, there are really no time limits anywhere in our campaign, with the exception of 1 very special moment in the campaign. Fuel management is a very important part of the intended gameplay, mostly it's made this way for fairness in multiplayer. Since we want the player to learn the ropes through the campaign, we needed to keep this the same. Thanks again for trying the game, I hope this has cleared up some things for you!",175
2022-06-13 22:57:33.113781,Godreilm,Slow campaign great multiplayer,"This game is quite fun.  It feels very immersive and authentic if you are into mech type games.  I like my games more fast pace, but the speed of gameplay while in combat feels right for what the game is.  

Pros:  playing the first three missions give you all you need for multiplayer experience.

Multiplayer feels very true to the genre especially a walkie talkie you can grab to communicate in game.

Customizable mechs during respawn makes it an ever changing flow of battle.  You switch out mech type and weapons your opponents have to do the same to counter.  

The level of equipment for each mech is very solid and allows you to customize everything you want function wise.  I joined a room of very experienced players for my first game and was able to make myself useful by equipping a long range mech and engaging enemies with powerful shots while not being out in the open.  There are other styles of play but it was my first match of this type and it was effective.

Fundamentally gameplay has very few flaws minus user error.

Cons:  jump jets are easy to use, but hard to master.

Campaign is not really interesting enough to complete. I finished mission three and got frustrated with the episode style do some random BS talk to  All NPC be told to sleep flow.  It is not good for any game and I feel like it is alluding to low mission count to drag out game length.  My guess is this game has 15-19 missions tops with the level of episodic BS.  This is why it is a four star.  It is insulting to players.  I plan on finishing the campaign but it’s painful to try and finish in one go.


Hands stick and fling out like they are stuck to a magnet when outside of mech.

TTK is painfully a slow trying to solo a 1v 1 online, but as I said it works for this game.  I feel limbs should be easier to take out with a heavy rocket instead of 5 shots or more.  I have played with hitting joints with gauss rifle and dual gauss rifles but it does not do extra damage.  I feel this should be fixed.  Players should be rewarded for making skillful difficult shots.

It would be nice to use weapons like a flame thrower to overheat enemy mechs as well to add in a support type weapon for those who are great at head on attacks.

Would be nice to have repair drone to fix zones player feels are important that use resources like fuels and heat.

Other than that the online player base is small currently, but the quality of player both in attitude and skill is very high.  

In short get the game if you like mech games and want a fun multiplayer mech game.  Don’t grab it if you want compelling campaign. It will feel like a waste of money.",Apr 19 at 7:56 AM,4, 2, ,175
2022-06-13 22:57:40.262231,mrcrab92,Fix your game,The npc are rushe I chose the not light one and I can't change it if you add a mode where the npcs don't fail the mission in 12 secondes that fix the game 0/10,13 days ago,1, 0,"You can change grinders at the start of any mission, just not during it for obvious reasons (if there was a checkpoint passed). At any point during the match if you pull on your eject handles, that will present you with the option to restart a match rather than continuing from the last checkpoint (this is the same menu that pops up if you failed a mission). That will allow you to be back at the hangar and change to whatever grinder is available for the mission you're on. The NPCs do a decent job on all missions, so there must just simply be an outlier bug that you discovered in a specific case. I encourage you to hop over to our discord and log it if you know how to reproduce it, as I'm sure future players could benifit from that issue getting fixed.",175
2022-06-13 22:57:40.280332,ZackSD-Q2,Good when on Mechs - Cringe when on foot,"Good driving and Combat mechanics. 
But absolutely cringe between missions while you're in the main base...
Bad NPC Models there too.",8 days ago,3, 0, ,175
2022-06-13 22:57:40.295445,Carpet-Crawler,Didn’t expect this on Oculus,"Blown away by the details in graphics especially for Oculus. Only just starting to get in to this so I will update this as I continue to play.
Firstly the detail in the graphics is awesome. Game play is really good but the controls take some getting used to especially when using jet pack to fly around. Can’t get the hang of this at the moment. Tend to either fly too high or not at all and crash. Could do with a bit more help with the settings and controlling the machine. Having said that it’s a case of messing around until I get the hang of it.
Not tried the campaign yet but once I get used to it I will.
Definitely worth getting just for the graphics especially inside the building. Explosions could do with a bit of work on. I think the graphics used for this need a bit of work from developers. 

Great job guys. I am sure there will be some minor updates coming over the next month or so once devs read reviews.
All in all well worth getting.",Mar 4 at 9:32 AM,5, 13, ,175
2022-06-13 22:57:40.310681,Ten-men,Great game,"This is a great game my favourite so far I'm on it most of my spare time, 1 thing would make this game better would be in training offline practice when playing salvage mode having a difficulty setting because I win everytime, a harder setting would make this a brilliant game!",May 2 at 9:13 PM,5, 0, ,175
2022-06-13 22:57:40.325717,SpiderCenturion,Solid addition to my Quest library,"The team behind Vox Machinae delivered a solid port of the PC version. The performance is VERY smooth on the Quest 2, with easy to understand controls.

The cockpit itself has a great 3D effect and all controls are actual sticks, levers, handles that you need to manipulate in game. 

While the graphics are clearly downgraded from the PC, they look way better than I thought they could on the Quest. 

Only gripes so far: the sound of the guns seem a bit bland/low volume(need more pop/crack to them). And the voice acting is hit or miss. 

Overall, I already consider this to be a must own on Quest. Great job devs.",Mar 4 at 7:38 AM,4, 14, ,175
2022-06-13 22:57:47.451723,wllot,Polished and immersive Mech campaign,"I’ve only completed the single player portion of this game but I can say without a doubt that it’s one of the best and most immersive story based campaigns I’ve played in standalone VR. Not only are there likable characters that you grow to care about, there’s detail beyond the typical effort seen in indie games in the writing, lore and storytelling. The mystery unravels in an interesting way and takes you to many unique and beautiful environments (although I would have loved to see larger scale battles in a war-like setting). The soundtrack is also great, somewhat synthwave inspired mixed with traditional sci fi motifs. This is all built on top of an excellent mech cockpit sim foundation from the multiplayer which was released and has been in development for years prior to the campaign’s release. By the end of the game the characters have all had satisfying arcs and you really feel like you’re accepted as part of the crew. Going on missions with them heightens the enjoyment of the single player as you fight side by side with your comrades in a fully immersive environment, making you care about the stakes. Some people complain about the “in between” missions where you’re forced to go around the ship to talk to the characters, and I will say there are some flaws with these sections gameplay wise, but they’re there so you can get more backstory and context for the characters you will be fighting with. They help to flesh out the world and lore of the game and by the end I really thought it was brilliant to just be allowed to go around and talk to people as much as you please, hearing their stories to understand them more as individuals and see how they’ve changed. My problem with these sections was mainly more in the beginning when I was unsure of my objective, aimlessly wandering around wondering how to trigger the next story beat or be allowed to go to bed for the day to progress. I found out you had to go around to find certain specific objects scattered around the ship, highlighted by a strobing glow. Perhaps a better way to denote which objects are important or a way to check your current objective would help new players not get lost. Otherwise I loved this game for the pure immersion of being a mech pilot in a dystopian corporate owned future and highly recommend it to any Quest owner in the market for a great single player campaign.",Apr 3 at 8:09 AM,5, 3, ,175
2022-06-13 22:57:47.467188,hackerbabz,"Mechs good, everything else bad","I didn’t buy a mech shooter to listen to a depressed android talk for ten minutes in between fights. 

Multiplayer doesn’t work so cross that off the features.",22 days ago,1, 1,"If you're only interested in immediate action of the campaign you can skip any of the intermissions to play only the mission parts. Alternatively, you can play any of the multiplayer modes such as the PvP or Co-Op modes offline against/with bots without going online. It sounds like you may be having trouble with your device's wifi or perhaps are accessing the net via either a 5G hub or through a firewall if you're having trouble connecting. I suggest troubleshooting to resolve on your end, as the online experience is great fun and enjoyed by a passionate community.",175
2022-06-13 22:57:47.482325,SpaceCadets07,Dizzy,This game causes motion sickness for me…would like a refund but I guess I had it too long or something,12 days ago,1, 1, ,175
2022-06-13 22:57:47.497305,christ33ad,Vox MachinYAY!!!,"I've been playing video games since the Commodore 64, Atari 2600, ColecoVision, Intellivision, etc.  My enjoyment of video games has only grown with the advancement in technology.  When I heard about the the Atari Jaguar VR, and saw images of the VR hardware in gaming publications back in '95, I got really excited, having already played Virtuality games at an arcade in Ontario, CA.  Well, the Jaguar VR fizzed out, but my interest in VR didn't.  In 2009, I created my own VR headset, which was actually an HMD, with TrackIR.  The resolution of the HMD was crap, but with TrackIR, it actually worked - albeit without true 3D.  I remember playing IL-2 with my makeshift VR contraption, and being wowed that I could look all around while dog fighting.  I also remember thinking how amazing it would be to have a MechWarrior game in full VR.

Enter: Vox Machinæ.  When I heard just recently that a full VR version of a ""Mech"" game was going to be released for PC and Oculus Quest 2, I knew I had to have it.  In fact, I bought it for Oculus Quest 2 before I even owned an OC2.  The early reviews of Vox Machinæ on OC2 is what made me rush out and buy an OC2.  I really had no idea of just how good Oculus Quest 2 really is until I played Vox Machinæ.  Needless to say, I was blown away at the idea of not only being in a Virtual Reality ""Mech"", but also, virtually controlling a ""Mech, as well.  It reminded me, slightly, of Steele Battalion for the original XBOX, which, for it's time, was f***ing awesome.  The graphics in OC2 Vox Machinæ seem to have taken a hit when compared to the PC version, but that's expected, and by no means a deal-breaker.  

Vox Machinæ looks, and plays fantastically.  I'm absolutely shocked that the giants of game development companies like Bethesda haven't cashed in on this.   Giants of game dev companies' loss is Space Bullet Dynamics Corporation's GAIN.  I really could go on and on praising Vox Machinæ, but instead, I would rather implore you to play Vox Machinæ all the way through the single player campaign, and then indulge in Vox Machinæ's multiplayer component.  It's the game ALL MechWarrior fans have been waiting for.  

Thanks for Oculus Quest 2 for VR done right, and Space Bullet Dynamics Corporation for Vox Machinæ...",Mar 19 at 9:20 PM,5, 4, ,175
2022-06-13 22:57:47.513501,The_VR_Grid,An aboslute delight!,"Vox Machinae is easily one of my favorite Quest 2 games and might just be up there as one of my fave VR games of all time and anyone who can play this should as it’s a ton of fun!  The 10 hour single player campaign and up 16 player cross platform multiplayer action should have you coming back to this again and again!

FULL VIDEO REVIEW - https://www.youtube.com/watch?v=FoGWHSffou4
FULL WRITTEN REVIEW - https://www.thevrgrid.com/vox-machinae/",Mar 4 at 5:11 AM,4, 10, ,175
2022-06-13 22:57:54.604058,AncientAngelCosmic,I love giant robot games!,"I actually liked this game very much! A few things were wrong with it, like an in-game menu that you can use to tweak game settings, and an open save option so that you don't loose your game progress if you do an oculus pause during a mission. I have not tried the multiplayer option yet as I am still doing campaign missions to get myself familiar with each combat rig before I show my face in a multiplayer setting, though. But so far, I am really liking this game! There should be a lot more games like this for vr! I would play them all! Anyways, great concept, developers! Keep them giant robot pilot games coming!

PS: Please make your single player ""arena-bots"" in offline team game mode able to take simple commands like, ""Defend the radar facility."" or ""Defend this area."" If I am not mistaken there once was an old combat game (Ghost Recon) that featured this nifty little set up and allowed for one person to command several NPCs to accomplish any given goal. I loved that game, too! I have already logged an awful lot of time running these rigs in this game offline and I can see that an addition like the one that I am asking for may be a bit beyond your abilities, but I just had to try. Anyways, it is a very good game as it is and I am hoping that you can continue bringing in these great robot pilot games like this one. I would love to see that big ""Decker"" rig become available for us to pilot as well. And maybe even a giant two pilot rig as well. I mean, there is no limit to the power you have in creating new robot rigs that can only enhance this game's attractiveness to new vr gamers. I am getting a lot of my friends to check your game out and I have heard nothing but great things! So, please keep advancing this concept. 

But, as a heads up, please fix the general cockpit arrangement for all cockpit versions. When I am sitting down to play this game I find that my  vr cockpit controls are set so far beneath my real world couch that I have to punch down into my seat to activate my vr control grip.  Perhaps you can tie the relative position and adjustable movement of the ejection handle in the settings menu (upward, downward, forward, or backward) to also allow for players to also be able move the relative positions of both the throttle, jump jets knob, and steering handle, as well. Just that simple adjustment could make this game even more appealing, too. 

Anyways, I think that you guys have a winner so far! Keep cranking out the hits, you guys! I love this game, and I know that I am not the only one! Thanks for making my childhood dream a reality!",Apr 29 at 8:33 AM,5, 0, ,175
2022-06-13 22:57:54.626093,PersianMagic,Where to start!!!!!,"I did not know how to start this but I’m going to with a shout out to the Devs. Listen, the depths to this game, the characters, the passion put into this to get you to understand each character, in terms of a “feeling It creates” is puts me back when I first play Mass Effect. Oh and there are many Easter eggs in here too!

Games totally worth just buying for single player. Just keep opening the game and itl work. They get that fixed. Already better from when it started. 

This is my perspective so I hope it does not turn anyone off in this way, but the single player is an amazing narrative, with amazing action missions. If you like really immersing yourself and not fixated on the the one thing you do not like, which can be easy with a genre like mechs, then you miss the appreciation. I connected with every character(but I do agree with others I was not the biggest fan of The AIs(Blue)s dictation. Wish it was more like a person like cortana(halo) style AI. 

The games amazing and yes you got to learn your mech. For example, I played the “race” section of a mission and just kept losing and got a little frustrated. But eventually I really got a grasp of that mech and by my final attempt I got the feel. That’s a sign of a good game you have to learn. 

The pull trigger for your jets are not in the best spot, wish I could adjust that, find myself grabbing the accelerator lever more times in distress. I like how u can move the screens but I would like to adjust my levers and switch’s. I will mention you can adjust the radius of point of grab. 

I’ll add more to this but one thing I can see as big for the future if the multiplayer catches hold, is adjustment of your cabin. Put the buttons and levers where you like, in a way obviously. Also this is just putting out there. Some level editor I think would be amazing for this so you can create style attack:defend levels. 

I appreciate this work. I never played it until it came to oculus platform and the port was amazing. Your storyline was amazing, shout out to the character profiles and story. I wish more people understood. Now like how I said before with Mass Effect, it was right there obviously other than different scenarios based off the dialogue but I could tell it was right there. Good job peps!",Mar 10 at 4:19 AM,5, 6,"Hi PersianMagic, thanks so much for the kind words about our game, it's much appreciated. Just wanted to mention something quick that might help you out a bit with grabbing the correct stick (throttle vs. jets). If you you rotate your palm to face downwards, you will likely grab the jets first, and if you're palm is more vertical, the grab will preference the throttle. We did it this way to encourage players to rotate their hands to match the way one would actually grab those controls. Hope that help you out with those controls!",175
2022-06-13 22:57:54.643110,marblemunkey,Updates make this the game I wished for!,"I bought Vox Machinae shortly after it came out for the Rift, and while it had potential, I didn't love it. It felt clunky and I do not enjoy multi-player games with randos.

 The recent updates have turned it into the game I had hoped for 3 years ago. This is the ""MW2 in VR"" experience I have been looking for, and all I can say is ""Thank you!""

I'm only 3 missions into the campaign,  but the level design and challenge level is quite good. The story line and characters are a bit goofy, but the voice work is well done, and I'm enjoying the asthetic. 

I also want to give a huge shout out to the devs for the choice of making this cross-buy. I figured I'd be buying this again for the Quest, and it was a pleasant surprise to see that I did not.",Mar 15 at 1:41 AM,5, 4, ,175
2022-06-13 22:57:54.658800,Chonky,A game for Mech Lovers!,"I've always wanted a game where I can pilot a mech in VR, a good one. The entire sub-genre of mech games are just so cool really, and when I hears about this game I was excited and I was not let down!

The game looks nice for being on the Quest 2, but if you get motion sick easy then I'd recommend not playing this just yet, wait until you're used to VR a bit more.

The controls are better then what I expected which was using the control sticks to move around, I love how I actually have to steer the mech and keep it at an appropriate pace for whatever situation needs it. The boost can be a little wonky but it's nice to have especially with something like, ""Goldrush.""

And now I need to talk about the star of the show, the mech. They are all fun in their own respective ways, one mech is used to ram into others and the other is used to tank shots for teammates. Every mech in this game fills a different playstyle.

That's about it. If you're on the fence about this game then why not get it?",Mar 5 at 12:54 PM,5, 5, ,175
2022-06-13 22:57:54.674064,MrClean_,Best Quest 2 Game Of 2022 So Far…,"Easily the best game to be released on the quest 2 in 2022. Never played anything like this and had no previous game experience with mech sims. Just wanted a decent VR shooter I could play while seated.

The biggest problem I have with most quest games are they always feel unpolished and lack any real length of content. That’s not the case with Vox.

This game feels complete. It has a campaign that’s 6+ hours long and an online/offline multiplayer. It’s amazing how many different game types there are - capture the flag, stockpile, deathmatch, etc. The best part, everything just works. There’s minor graphical blips but besides that it runs and looks great.

A well built VR title that’s actually worth it’s price.",Apr 11 at 3:35 AM,5, 0, ,175
2022-06-13 22:58:01.837026,Silverhalo,PLAY MULTIPLAYER!!!! :),"I bought Vox just thinking that it was going to be a mech game, just shoot and kill, but the immersive feeling of actually piloting a huge machine feels as it would if there were mechs like it today. The combat takes a little bit to get used to but once you do learn it you wont want to stop playing. Only problem is it needs more people like you to play it. So get in there pilot!

P.S. PLAY THE MULTIPLAYER!!!!!!!! ITS FUN AS HELL.",Apr 6 at 2:07 AM,5, 0, ,175
2022-06-13 22:58:01.858028,SeanGinVR,Stationary fun,"This game is the ultimate “sit still” game. The whole mech is controlled with your wrists and your head movement. You could easily play this on an airplane, which is pretty unique in the world of vr games. 

The only major cons are the unpolished character animations, particularly the engineer, and the difficulty of using the jump jets. I wish they would add a simulated trajectory arch, like is used in “Resist”. This would allow u to know exactly where u are landing, and it reduces motion sickness. It could even be an optional upgrade to your mech, and would fit seamlessly in the game. 

Overall this game is pretty enjoyable tho, I think an 85/100 best describes my experience.",Mar 21 at 1:32 AM,5, 2, ,175
2022-06-13 22:58:01.873438,Vertabreaker,Play for the multiplayer…,"Skip the campaign. I REALLY wish you could bypass walking around, talking and doing fetch quests and get straight to the briefing and mission. The gameplay is fantastic but the “story” is so painful I’ll never finish the campaign because of how bad it is. 
Missions are fun but I wish I could just skip the “story”.",Mar 14 at 11:22 AM,4, 3, ,175
2022-06-13 22:58:01.889112,kbussard526,M6 boss shockout.,The boss is really hard and annoying and frustrating please get rid of the attack where he looks at you and then charges at you and kills you emidietly PLEASE GET RID OF THAT ATTACK.,Apr 30 at 7:49 AM,4, 0,"Hi there kbussard525, For the most part, that attack is meant to destroy a player who is very close to it. All that's required is for the player to back away, and your crewmate suggests exactly that! Simply either fly backwards, or fly to the left/right when prompted. By the time it attacks, you will be well out of its reach, assuming you had enough fuel ready to gain enough distance from it. Hope this helps, and congrats on getting this far into the game!",175
2022-06-13 22:58:01.904732,SilvioBolso,Good game,Please translate  to spanish. Thanks,12 days ago,4, 0, ,175
