scrapping_date,one_reviews_text,review_date,one_review_stars,Rating
2022-05-18 18:19:07.822316,"Have not received Oculus. Ordered on 12/04/2020. Shipped from NJ, received no updates for 10 days. Contacted usps, they finally found package in Austin,TX. It then went to San Antonio. From there it went to Columbus,OH. The latest status is in transit, will be late (duh). We're begining to believe it will never arrive.",2022-05-18 18:19:07.822316,1,1
2022-05-18 18:19:07.835339,"I've had my Oculus Quest 2 for about 2 months now. I absolutely love it. I understand the privacy issues, with having to link a Facebook account to use the device, but since I already have a Facebook account, I was ok with it. 

The only gripe, and it's very small, is that dirt or sweat grime shows up since it's white.",2022-05-18 18:19:07.835339,5,5
2022-05-18 18:19:07.850340,"Got these for the fam so I could get my playstation 4 back haha! They are very light in weight and can be adjusted to fit the head better than our ps4 vr. Feels better control wise too, and a larger selection of games are available. Easy for the kids (ages 8 to 16) to navigate and load up themselves. Glad we switched.",2022-05-18 18:19:07.850340,5,5
2022-05-18 18:19:07.895348,"So awesome! You will love this. Your kids will love this. So much fun that even the initial tutorial they have you use to set this up is a blast! If you're into VR even a little bit, you will really enjoy playing with this. And there's enough free/not expensive games that you don't feel like it's a money pit purchase.",2022-05-18 18:19:07.895348,5,5
2022-05-18 18:19:07.925327,Admittedly this is my first experience with VR and I am impressed!  Being a fan of the original Myst game from 1993 it was the first game I tried in VR.  The experience is amazing. You are in the game instead of viewing it on a flat pc screen.  Easy to set up and am anxious to explore other games.  Highly recommended!,2022-05-18 18:19:07.925327,5,5
2022-05-18 18:19:07.955319,"Very cool system.  Not just games but work out, programs, and much more.  Takes some getting used to.  Had some head aches from playing to long. Felt like I was on amusement rides all day. Ha. But short times were no problem. Movement games can be really troublesome.  hopefully I will used to it as I use system more.",2022-05-18 18:19:07.955319,4,4
2022-05-18 18:19:07.970317,"I know it may be proxy, but this has to be the most fun we have had as a family right at home.  Gaming experiences set to a real life feel.  And where else can you experience BASE jumping without the risk!
Visuals are just so real.  And bonus- this can give you quite the workout with some of the games and experiences",2022-05-18 18:19:07.970317,5,5
2022-05-18 18:19:07.985313,"Im so glad I made this purchase, it's like having a vacation at your fingertips, the app tripp is a definite must try. I also love wander, when I just need a change of scenery.  Excellent dedign, not to heavy on the head. The pixels are very good, but could use a bit of Improvement. Overall this was a great purchase.",2022-05-18 18:19:07.985313,5,5
2022-05-18 18:19:08.015308,"My son loves his oculus. He plays with it all the time. It can be a bit heavy on the head if you wear it for a long time....but it's a very cool and sturdy headset.
It really gives you a great virtual reality once you adjust the headset. It can also make you a bit dizzy if you are not used to it, at the beginning....",2022-05-18 18:19:08.015308,5,5
2022-05-18 18:19:08.164789,"Great product, my first vr headset. Easy to use and start. Recommend buying an additional battery pack, only lasts around 2 hours on reg battery. Don't like having to tie it to my Facebook account. Needs more stand alone games. Have it hooked to pc with link cable... Lots of fun, great for watching TV and movies too.",2022-05-18 18:19:08.164789,5,5
2022-05-18 18:19:08.182742,"We are enjoying the Oculus very much!  I am considering getting a second unit so we can share experiences at the same time.  I have used it for entertainment, learning, and general relaxation.  It can even be used to view and operate your home computers remotely!  I think every home can benefit from this technology!",2022-05-18 18:19:08.182742,5,5
2022-05-18 18:19:08.190914,This made an excellent birthday gift for my significant other. We immediately got Beat Saber & Pistol Whip on it and it's been a blast. The only downside is that a lot of games still don't support account sharing on the same device (looking at you Beat Saber) so we haven't been able to track individual achievements.,2022-05-18 18:19:08.190914,5,5
2022-05-18 18:19:08.205914,"Definitely an improvement over the Quest as far as comfort, resolution, memory and processing. All at the same cost point. One thing on the Quest I thought was better is the lens width adjustment. On the Quest 2 you have to take it off to adjust it and then put it on to check if it's right not as efficient for sure.",2022-05-18 18:19:08.205914,5,5
2022-05-18 18:19:08.220909,Pretty good i have to admit I love what this has done for Oculus and the games it inspires. This is our 4th to our Oculus family and I am for the most part pleased but I think the upgrade for the head strap should have been included. But not too big of a deal. I also wish there was an option for adding memory card.,2022-05-18 18:19:08.220909,4,4
2022-05-18 18:19:08.235907,I was incredibly concerned that the new IPD system would negatively affect my experience with this device. I have an IPD of 71mm. But I’m happy to say there is a fair bit of tolerance built in despite the max setting of 68mm. They screens are crystal clear and the experience is somehow even better than the Quest 1.,2022-05-18 18:19:08.235907,5,5
2022-05-18 18:19:08.250904,"Easy set up, but game selection is a little limited.  Kid was happy, and that’s what truly matters. Battery life is limited, but hat reduces the argument between you and your kid because it’s time to rest his eyes.  All in all it’s a nice little system, we like the grid guardian system to keep you in the safe zone.",2022-05-18 18:19:08.250904,4,4
2022-05-18 18:19:08.278199,"Was a birthday gift for our son - but has been a fun addition for the whole family.  We took this on our Christmas ""tour"" to see family - and needless to say, every kid who used this VR gaming headset now wants one!  Has great battery life and much better processing speed compared to the Oculus Go we've also owned.",2022-05-18 18:19:08.278199,5,5
2022-05-18 18:19:08.295183,"The Oculus - Quest 2 is fair hardware. But the setup and log on is cow dung, manure or dropping because you must use Facebook. Also, there is no support from Oculus or Face book. Before you buy this VR head set, check out the forums and blogs. What ever you do, DO NOT SET A SEPARATE FACEBOOK ACCOUNT FOR THE OCULUS.",2022-05-18 18:19:08.295183,1,1
2022-05-18 18:19:08.315136,"I never had before a VR because  years ago the vr games are too bad, but now is all different!. I think is the best thing i bought for years, greats views, greats games, its all excelent!. You can play horror games like a phasmophobia with this VR without problems (Only you need to link the oculus to PC to play it)",2022-05-18 18:19:08.315136,5,5
2022-05-18 18:19:08.427526,Christmas gift for my 15 year old son. He was so excited. He set the  system up himself. Easy to use. Make sure you have space to move around. For the $ there should have been at least a couple popular games. It has no micro sd slot so I bought the 256GB. There are a lot of different Apps. Still so much to explore.,2022-05-18 18:19:08.427526,4,4
2022-05-18 18:19:08.457485,"If you want to be social without leaving your house, this is the way to go.  With the many apps available,  from games to social connections  to watching TV and movies (yes, Netflix is available on here too!), this is a good investment. 
I would also recommend the adjustable strap and hard shell case to go with it.",2022-05-18 18:19:08.457485,5,5
2022-05-18 18:19:08.472483,"For the price, this vr headset is incredible. The native games look great but if you got a vr ready gaming pc, you can literally play steamvr and other pc vr content without the wires and hassle with light houses. The only con is that the stock face interface is really spongey. Go to VR cover and get a replacement.",2022-05-18 18:19:08.472483,4,4
2022-05-18 18:19:08.487508,My son was saving his money to buy this Oculus for a little while. He bought it and loves it. Then he suggested that I try it....big mistake. This is awesome and I want to play every chance that I can. I was playing that boxing game and with in 5 minutes I was poring sweat and great work out. My son and I love it.,2022-05-18 18:19:08.487508,5,5
2022-05-18 18:19:08.502508,"The Pros: Wireless, better optics, less nausea.

The Cons: They make you have a facebook account, short battery life, not all games are available on Quest 2 that were available on rift.

I'm glad I bought it but facebook tracking me is bothersome. I also miss Google earth and Discovering space which I had on Rift.",2022-05-18 18:19:08.502508,3,3
2022-05-18 18:19:08.517503,"Im actually really impressed with the Oculus Quest 2. Its an incredibly different style of gaming. The headset is comfortable as is, but I highly recommend getting the pro strap. Its a game changer! Charge lasts about 2-2½ hours which is perfect actually. It kinda forces you to take a break. Set-up is super easy!",2022-05-18 18:19:08.517503,5,5
2022-05-18 18:19:08.532503,We love it! It’s a fun system that the whole family can enjoy. There are demos to most games so you can try it before you purchase them. We tried beat saber first and I am addicted to it. I am still trying to figure out how to get it to cast to our TV so we can watch what other people do but it’s fun nonetheless.,2022-05-18 18:19:08.532503,5,5
2022-05-18 18:19:08.547469,"This is a great standalone VR gaming system!  Nothing else required…just slip it on, connect to your WiFi, and go!  There’s a great selection of games to play, purchase, and download right to your headset. If you’re questioning if you’re ready for VR, this is the gaming system to try it out on.  You’ll be hooked!",2022-05-18 18:19:08.547469,4,4
2022-05-18 18:19:08.562499,Great product. Fits great. A little adjustment is needed between players yet not hard to do. IDP setting is easy to setup. I’ve really enjoyed the games as well as the movies and other short 360 videos. Well done! If you are prone to motion sickness or are movement sensitive you may want to try sitting down first,2022-05-18 18:19:08.562499,5,5
2022-05-18 18:19:08.577496,Had this for one year in January. Latest update and right controller keeps connecting and reconnecting. Happy coincidence for Oculus it is out of warranty and the update broke my controller. I went on the forum and lots of people are having the same issue after update but Customer Service says they know nothing.,2022-05-18 18:19:08.577496,1,1
2022-05-18 18:19:08.697473,"Wish I would’ve gotten one years ago. The games are short but fun, interactive and interesting. I like that I can travel and see concert live despite COVID restrictions. System is lightweight. easy to wear. Sound quality is amazing on the device but I connect my Beats headphones and it feels even more immersive.",2022-05-18 18:19:08.697473,5,5
2022-05-18 18:19:08.697473,This product is worth every penny you've spent on it. VR has improved so much that it almost makes you feel like you are there. One great thing is that when you put it on you can see outside the VR and make your own safty box. Plus when you take it off and come back to it the occulus remembers the spot you made.,2022-05-18 18:19:08.697473,5,5
2022-05-18 18:19:08.727438,My teenage son has asked for one of these since Christmas.  He worked and saved money to put towards this purchase.  We made up the difference.  I had several friends recommend the Oculus.  Not only are the games awesome but my son can take virtual tours using it as part of his homeschool curriculum.  Win!  Win!,2022-05-18 18:19:08.727438,5,5
2022-05-18 18:19:08.742444,"Quest 2 has a significantly higher image quality and resolution when compared to the Rift. The wireless feature allows for a massive ""free-range"" VR game. When using the Quest 2 with the Oculus Link, the user can use PC VR to open the door to games that are only available on PC and are not typically VR capable.",2022-05-18 18:19:08.742444,5,5
2022-05-18 18:19:08.757430,"Oculus 2 is amazing! I love the immersion experience it provides. I bought one for my kids I but I loved it so much that I bought one just for myself!
I have a lot of fun with the games and also watching movies and TV shows laying down on my bed. It s very comfortable to watch movies “projected to the ceiling”.",2022-05-18 18:19:08.757430,5,5
2022-05-18 18:19:08.772428,"This thing is a definite game changer for me, being a graffiti artist I naturally gravitated to the “King Spray” app and it is so accurate and realistic! I can not get enough of it, I am about to purchase my first shooter game I am extremely excited! Money well spent and I can not suggest it enough, ⭐️⭐️⭐️⭐️⭐️",2022-05-18 18:19:08.772428,5,5
2022-05-18 18:19:08.800736,"A new experience, for me in gaming platform. really impressed with the graphics.
Outside of the gaming, very interesting interactive programs that I need to explore a bit more.
I do like the ability to connect to my cell phone to receive notifications.
Again, I am still exploring all of what this has to offer.",2022-05-18 18:19:08.800736,5,5
2022-05-18 18:19:08.820711,"I cannot recommend this enough! I tried my sister's out for a few days and immediately got one for myself. I mostly use it to workout (which I normally HATE but now absolutely LOVE). But it's also great for playing games, especially multiplayer ones. I'm able to play with friends and family all over the place.",2022-05-18 18:19:08.820711,5,5
2022-05-18 18:19:08.834799,"It's fun, but expensive. The battery goes out way too soon so I would suggest buying the headstrap with the battery in it. Also, you need room to move around, not for tiny spaces. If you have problems with visiion, or motion sickness, you might want to pass. It is easy to rack up a bill buying games as you go.",2022-05-18 18:19:08.834799,3,3
2022-05-18 18:19:08.864796,"Poor design if you wear glasses,even with the spacer its painful to wear,not enough room constant pressure on your glasses which makes the bridge jam into your nose. No diffence between this and the oculus go. Very poor menu layout unable to move and for it to stay where you want it,mind of its own.  Sensors dont work in the dark. Browser doesn't work on internet vr sites ,there no way to return to the menu screen, have to turn off headset. Nauseous toxic burning  plastic smell  makes you wanna take a break for some fresh air. Straps suck forcing you to buy an upgrade. All the games or apps are costly with most  at $29 $39 dollarsI honestly like the oculus go way better. Facebook in general is a joke with constant issues ,what makes anyone think they would be able produce anything of quality. Put on a oculus go and you'll see and feel how unstable the quest2 is.i find myself getting tired and bored after 15min of use, glad I didn't buy b the extra battery,no way I'd need it.",2022-05-18 18:19:08.864796,1,1
2022-05-18 18:19:09.005200,"The build quality is really great.  As a developer, this is on and off of my head hundreds of times a day and it still looks and feels brand new.  Very well built inside and out.  Excellent tracking of both the controllers and hands.

My only complaints of the headset itself are the relatively low resolution of the lenses and the restricted field of view.  It never really has that ""Fully Immersed"" feel of some other headsets.  However, it runs flawlessly.  Seriously, even though we push (and even break) the limits of what the software can do, we never have any complaints with the headset hardware itself.  

Another negative to keep in mind.  If you aren't familiar with VR setup and navigation, trying to work with Facebook's Landings/home room can be...frustrating (and that's being nice).  Poorly designed by committee is the best description I can think of.  There are tons of work-arounds and sideloads that can fix things but it takes a fair bit of work and expertise to do so.",2022-05-18 18:19:09.005200,4,4
2022-05-18 18:19:09.024518,"For a starter VR, this one is fantastic. However, there are just a couple downsides. The eyepiece should a little more adjustable for comfortability and to ensure you can see. Also, the graphical quality when playing more demanding games is not that great, even when the settings are enhanced and using the pc.",2022-05-18 18:19:09.024518,4,4
2022-05-18 18:19:09.034491,Amazing experience.  During pandemic times this has enabled the ability to spend time with distant family members as if they were in the room with me.  Multiplayer with people you know is the way to go.  The power of the device and the clarity of the screen is insane for something that is completely wireless.,2022-05-18 18:19:09.034491,5,5
2022-05-18 18:19:09.049488,This is a really good headset if you want it on the go if you dont have a pc or have one but dont want to use your pc the 256 gb version is good for you but if you want to have a vr and use it for yoir pc games i would recomend the 64 gb verion but either way it is a great gaming console and y9u should get it,2022-05-18 18:19:09.049488,5,5
2022-05-18 18:19:09.064486,I own an HTC Vive and love it but the Oculus Quest 2 is a much better value. Wireless (and the option to use it as a Rift s with a cheap cable) is far superior to HTC in every regard. The resolution is  far better too. The only slight difference is the field of view. The HTC Vive definitely immerses you more.,2022-05-18 18:19:09.064486,5,5
2022-05-18 18:19:09.079486,"I purchase the Oculus Quest 2 for my son's birthday! He's been loving it since the first day. It's very easy to set up.

The only reason why I knocked off one star on this item was because you HAVE to use a Facebook account. Not a deal break, but creating an independent account based on email would be better.",2022-05-18 18:19:09.079486,4,4
2022-05-18 18:19:09.094490,"Having the Quest 1, I was hoping for a dramatic improvement in visual quality. Yes, there is a higher resolution with the Quest 2, but the OLED optics are so much easier to adjust, and there is a lot less fatigue with the Quest 1. I'll wait and see what firmware can do for the Q2 and maybe take another look.",2022-05-18 18:19:09.094490,3,3
2022-05-18 18:19:09.125018,"Love the oculus but we paid 399.00 and when we tried to set it up someone else’s account was already set up on it. Considering we paid more I don’t think we should have gotten someone’s return. We figured out how to reset it back to the original settings hours later, and finally got our account set up to it.",2022-05-18 18:19:09.125018,3,3
2022-05-18 18:19:09.135088,"I absolutely love my Oculus Quest 2! It’s so much fun! The only thing that would improve it for me is the battery life. Other than that, it’s easy to use, the graphics are awesome, the game selection is huge! There are so many things to do, places to visit and people to meet! I highly recommend this product!",2022-05-18 18:19:09.135088,5,5
2022-05-18 18:19:09.150086,The Oculus Quest 2 simply put....ROCKS!!!  I used to be a competitive table tennis player when I was younger.  The engine for 11 table tennis is amazing.  I got it because I enjoyed the VR games I tried in Japan and Vegas.  The Oculus Quest 2 is just as good as the VR games we played and paid $45-$75 a turn.,2022-05-18 18:19:09.150086,5,5
2022-05-18 18:19:09.255067,"This is my first VR headset and I love it so far! Controller battery life is phenomenal, still at 100% after almost 1 week and the headset has about 3-4 hours of life per charge. I have downloaded about 100 apps and games and that has consumed about 1/3 of the 256gb storage. Absolutely no complaints so far.",2022-05-18 18:19:09.255067,5,5
2022-05-18 18:19:09.285095,"The Oculus Quest 2 is a huge let down. The games are very expensive and only give you a couple hours of playtime per game. The battery runs out in 45 minutes. The social platforms (free) are full of sick people (Offensive, Bullying, Abuse of young children). This Metaverse is unsafe! Don't waste your money.",2022-05-18 18:19:09.285095,1,1
2022-05-18 18:19:09.300059,"When my rift s was first replaced under warranty I was not sure how well the quest 2 would replace it. I was shocked at how well the wireless pc connection works the screen has a amazing resolution. Great buy and spend the extra $$ for the 256 gb model.

My family already has 30 hours of use on this beast.",2022-05-18 18:19:09.300059,5,5
2022-05-18 18:19:09.320385,"Love... love... love this headset!  While not the most graphically advanced, you do get a perfect balance of capability and price.  Pair this with a Gaming computer capable of running high res graphics via a Link cable and a whole new world opens up... one of my best electronic purchases of recent months..",2022-05-18 18:19:09.320385,5,5
2022-05-18 18:19:09.336341,"-High resolution compared to what's on the market now
-All in one system don't need a PC to play games
-Surprisingly good tracking no need for external sensors
-Has to option to connect to pc and use SteamVR
If you want to get into VR or even upgrade from gen1 HTC vive or oculus CV1 this is a great choice.",2022-05-18 18:19:09.336341,5,5
2022-05-18 18:19:09.351379,first vr headset and first time using one. unfortunately i dont have another type of vr headset to compare it to but works good although i need to get more use to it. does give me a headache over time of use but slowly getting comfortable with it. nice that you dont need a pc to use it if you dont want to.,2022-05-18 18:19:09.351379,5,5
2022-05-18 18:19:09.381376,My kids love this system. I like how it holds the game in the memory so I can just buy them online and not have to deal with disks. I did get the feeling of motion on the skydiving game but a little dizzy afterwards though. I guess nothing can compare to the actual experience of skydiving but second best.,2022-05-18 18:19:09.381376,5,5
2022-05-18 18:19:09.411370,"Whilst the games do seem to be a little limited by the standards of PC and console based games, the VR element remains engaging and absorbing for gamers and the curious alike. Easy and logical set up means the Occulus is quick for both the tech savvy and their parents to be playing in a matter of minutes.",2022-05-18 18:19:09.411370,4,4
2022-05-18 18:19:09.441365,"This is such a great, innovative tech device.  I did not know much about VR when I bought it.  I had heard good things and decided to take a chance on it. I was amazed at how real it was when I tried it out and how fun the games were.  The streaming movie media apps are fantastic too.  I love my Oculus 2.",2022-05-18 18:19:09.441365,5,5
2022-05-18 18:19:09.456362,"I was in the market to buy a gaming system for the family for Christmas. To be honest, I only purchased this because I couldn't find a Ps5 anywhere.  But, I'm glad I made the purchase because I love it.  this system is much more than I expected.  Lots of games to select from.  Very happy with my purchase.",2022-05-18 18:19:09.456362,5,5
2022-05-18 18:19:09.589495,"Very great experience, my son loves it so much I forgot he lives with us. It’s very immersive and quite impressive at how quick you forget your reality. I would recommend limiting play time because it causes dizziness and nausea in some instances. Try rock climbing my husband thought he fell off a cliff.",2022-05-18 18:19:09.589495,5,5
2022-05-18 18:19:09.606451,"These things are a bit prone to complete system failure. I've had to return the headset twice and the controllers once. When you return it, they make you send it back first, then sent the replacement, so you lose about three weeks of use.

I use the SuperNatural app every day, or I'd have given up on it.",2022-05-18 18:19:09.606451,4,4
2022-05-18 18:19:09.625400,"Really fantastic after playing PSVR for the last 4 years. Zero wires, no computer or console just the headset and 2 controllers. Resolution and clarity is miles ahead of PSVR. I would definitely recommend for a mid range VR experience. Only downside is you have to have it connected to a Facebook account.",2022-05-18 18:19:09.625400,5,5
2022-05-18 18:19:09.642355,"Starting at $299 (64GB) no other VR head beat this and it’s a stand alone, no PC require to play, it’s great it even have a refresh rate of 120hz (with update) beating out most other VR double in price. The VR headset also have hand tracking mode where you use your hand to play instead of the controllers",2022-05-18 18:19:09.642355,5,5
2022-05-18 18:19:09.658314,"The virtual headset is AMAZING!!  I am a senior citizen and I don’t have an gaming devices and do not need any with virtual entertainment. 

I do not recommend for children under 16 years who are still developing their five senses and if you do get headset for someone young, their time must be monitored.",2022-05-18 18:19:09.658314,5,5
2022-05-18 18:19:09.674298,"If you wear glasses this will not fit your face out of the box. Now I need to spend more time and money on prescription lens or something. I feel lied to and cheated. I have a $400 paper weight right now. Totally uncomfortable, small, and just sucks! They should specifically warn the customer about this.",2022-05-18 18:19:09.674298,1,1
2022-05-18 18:19:09.690254,A little disappointed that all the games that I bought for my recently discontinued Rift S require attaching a cable to my PC to use.  They also seem to have a lot of accessories that should've been included in the purchase of the system. Half of it which is really overpriced for what it is nevertheless.,2022-05-18 18:19:09.690254,4,4
2022-05-18 18:19:09.706223,"I was trying to get it last year and it was always sold out. I waited and waited to get it and when I did, it was well worth it. I loved it so much I convinced my friend to get one too!! We play Beat Saber everyday. What a fun workout!!! I also have watched Netflix with another friend and we had a blast.",2022-05-18 18:19:09.706223,5,5
2022-05-18 18:19:09.721171,"Having owned a VR headset that ran using my phone that I was always disappointed with the resolution, I am so impressed with the new Oculus Quest 2. This device is what VR headsets should be. It's self-reliant and does not need your phone or computer. It's very easy to learn to use and extremely capable.",2022-05-18 18:19:09.721171,5,5
2022-05-18 18:19:09.735259,"The headset fits comfortably and hand controllers are easy to grip. Battery life is impressive and unit can still be used when charging. Game selection is quite extensive. Graphics is stunning. It operates as a standalone unit, PC or game console not required, making it quite portable and easy to setup.",2022-05-18 18:19:09.735259,5,5
2022-05-18 18:19:09.871957,"This thing is great. It is just like having a portable Rift. The screen door effect is gone. The fact that it can run so many titles on it's on is great and to get AAA titles out of it, you can just link it to your PC. I don't have an issue with the IPD. I know on the rift that I had it set to 64-65. On the Quest 2 I have it set to 2, and the is 63 according to the settings. The only thin I can recommend for it is the better head strap, and adjusting the unit up or down on my face to get the sweet spot. It has a huge library already available, and the fact they are adding in life events is the coolest idea ever. especially in the time we are living in. I would recommend this to anyone wanting to get into VR, or if you just want to upgrade. And I had zero issue setting it up. But I have used the gen 1 Rift. there is a companion app for it, so you do need a phone. But keep in mind you can show others what you are doing in the Quest 2 with it via video stream. So that is pretty handy.",2022-05-18 18:19:09.871957,5,5
2022-05-18 18:19:09.909857,"bought two. one for each of my teenage sons. they love them! the facebook thing was almost a deal breaker, but we got them an account and seems to be ok so far. not a big fan of that, but it is what it is. the creed game is their favorite and they have also watched video, etc. and enjoyed them very much",2022-05-18 18:19:09.909857,5,5
2022-05-18 18:19:09.955733,"I'm not even a gamer,  but this is the truth. I was always into VR though. 

The headset lenses took about 2 or 3 times for me to get use to. Not sure if my mild astigmatism plays a part in that though.

Great for working out,makes it fun and makes you want to do it.

Only con is it's a bit money hungry",2022-05-18 18:19:09.955733,5,5
2022-05-18 18:19:09.990639,This thing is awesome. I used one at a friends house and knew immediately that I wanted one. This thing is great fun especially when challenging my wife to beat my score in Beat Saber. Having to connect to Facebook isn't ideal but if you can get over that this is a great device to get into the vr world.,2022-05-18 18:19:09.990639,5,5
2022-05-18 18:19:10.011583,Great gaming console. Very easy to use and set up. Wide array of games to choose from. Amazed with how many people complain that it has to be linked to your Facebook account. You put your life’s journal on their for the world to see but don’t want people to know you have an Oculus? Get over yourselves.,2022-05-18 18:19:10.011583,5,5
2022-05-18 18:19:10.030533,My kids love this product. Ages 8-14 and there is something for everyone to enjoy! Keeps them occupied for hours. Their favorite game let's them experience what it's like to have a part-time job in a restaurant - virtual reality providing real-world experience. Best purchase of the 2020 holiday season.,2022-05-18 18:19:10.030533,5,5
2022-05-18 18:19:10.049483,"I have bought several Oculus Quest 2s for several of my friends and family members.
So many updates and improvements it's really incredible. I will be buying more! 
So many things to do:
Games
Fitness
Infinite Office (Bluetooth mouse and keyboard make it even better)
Entertainment 
Productivity 
etc...",2022-05-18 18:19:10.049483,5,5
2022-05-18 18:19:10.068433,"Christmas gift for my son, and I can't believe how incredible the virtual reality scene has gotten.  He played it everyday at first, but now he divides his time between the oculus and his gaming PC.  I tried it and was super impressed with the refresh rate and the lack of assumed dizziness I would get.",2022-05-18 18:19:10.068433,4,4
2022-05-18 18:19:10.084389,"Love this product. This product is definitely great for all ages. I use it for primarily working out, but it is also great to play games like table tennis, bowling, or even to explore. I love the fact that I don't even need to use my phone to enjoy the VR. It is definitely a product II would recommend.",2022-05-18 18:19:10.084389,5,5
2022-05-18 18:19:10.100346,"It’s definitely worth the price. The games are great, though I do wish the standalone library was as big as what you can get tethered to a PC. Be careful and pay attention to the guardian haha it can be a painful lesson. Pain aside, it’s a ton of fun … the rest of my family is still waiting their turn.",2022-05-18 18:19:10.100346,5,5
2022-05-18 18:19:10.228762,"While the experience is totally immersing and the gaming experience different, the system is still yet in its infancy when it comes to games available for play. 
Highly recommended to purchase the 256Gb as the games fill up fast but again it’s a great experience if you looking for something different.",2022-05-18 18:19:10.228762,5,5
2022-05-18 18:19:10.246742,"I have not played around too much with the Oculus Quest 2.  But the space station simulation is cool, disorienting, and takes getting used to.  I assume all games will take getting used to.  I got a tad woozy the 1st time using the Oculus Quest 2.  But after a couple of uses, I think I got used to it.",2022-05-18 18:19:10.246742,4,4
2022-05-18 18:19:10.265662,"I got this for my Wife for Christmas, and she loves it.  Be sure to take the training, it helps with working in the environment for the games.  Shortly after getting it - she got COVID, and while she was in isolation, it was Reading, IPAD games, and exploring in VR - and it was very valuable for that.",2022-05-18 18:19:10.265662,5,5
2022-05-18 18:19:10.283615,"So far been great.  Have not purchased any games yet.  Just doing free ones and getting used to all the things you can do with the joy sticks.  The granddaughter likes it, but head straps dont go small enough for it to fit & stay on her head.  Had to put her hair in a ponytail & that helps keep it on.",2022-05-18 18:19:10.283615,4,4
2022-05-18 18:19:10.300569,"Almost everything you need for solo VR with out a PC BUT!!!!! You might need to get the elite head strap for longer play session and a facebook account which is annoying 
But the biggest problem i have with this is its not really the friendish for people who wear glasses 
Some people may be ok with it",2022-05-18 18:19:10.300569,4,4
2022-05-18 18:19:10.318549,"The Oculus is great for the family. Each family member has their own game to play. Most games are about the same price as a Xbox or play station game, even cheaper. It also gets them off the couch to play.  Only con to it , it needs a longer battery charge to play. Usually good for 2 and a half hours.",2022-05-18 18:19:10.318549,5,5
2022-05-18 18:19:10.333626,"I’m rating this product a 1 because, now that Facebook owns Oculus, they are forcing you to have a Facebook account instead of allowing you to use an existing Oculus account.  Basically, they are forcing you into their profiling machine.  Since that is the case they should be giving away the hardware.",2022-05-18 18:19:10.333626,1,1
2022-05-18 18:19:10.333626,"I bought this for my son for Christmas.  He is havin so much fun with it.  He is playing solo games as well as on teams with other people.  He is also getting lots of exercise, a great work out.  I tried it, thinking this is not my thing and was amazed.  The entire time I was playing it I was in awe.",2022-05-18 18:19:10.333626,5,5
2022-05-18 18:19:10.363623,"Requires a Facebook account !! Not for those who dislike social media, especially Facebook. With so much damaged to society caused by FB, those of us who object cannot add to their stream of income. Seems like a great product otherwise. I didn't go beyond reading the FB account requirement to return.",2022-05-18 18:19:10.363623,1,1
2022-05-18 18:19:10.402707,"This piece of kit is just incredible quality for the price, i've had so much fun playing in VR and have had absolutely no issues with it! Considering the amount of investment that usually goes into a gaming pc and then a vr headset, the fact you get such quality in a standalone VR headset is amazing.",2022-05-18 18:19:10.402707,5,5
2022-05-18 18:19:10.544732,This is my first experience with VR. I have really enjoyed the whole experience. The headset is very comfortable and the controls are very comfortable as well. First few times I got a little motion sickness. But the more you play the less you feel it. I am am completely happy with the oculus quest 2.,2022-05-18 18:19:10.544732,5,5
2022-05-18 18:19:10.560665,Most amazing entertainment you can buy. I can travel all over the world and sight see countries and museums.  I can go on roller coasters go in haunted  houses. I love going to concerts because you are on stage with the band. Your not only playing  games but you are in the game. So worth every penny.,2022-05-18 18:19:10.560665,5,5
2022-05-18 18:19:10.576621,Incredible value. Great games and library is growing fast. It’s awesome to play and have the full vr experience that is portable and can be used anywhere. And if you’re looking for more powerful gaming you can play pc games when plugged into a laptop or even wirelessly. Very affordable and addictive.,2022-05-18 18:19:10.576621,5,5
2022-05-18 18:19:10.584682,"My grandson asked for the oculus for Christmas and at first I thought it was the worst thing ever! He would bump into walls and wouldn’t get off. But when I finally used it to see what’s the big deal, LOL I showed him to set up perimeters which avoid accidents and bumping into walls and it’s awesome!",2022-05-18 18:19:10.584682,5,5
2022-05-18 18:19:10.599713,For a First time VR user & owner I am very impressed with this headset. I absolutely love it and would totally recommend it to anyone looking for a first time headset. it is even comfortable for anyone who wears glasses like I do I have not had a problem at all with wearing my glasses in the headset.,2022-05-18 18:19:10.599713,5,5
2022-05-18 18:19:10.622988,"At first I thought this was too pricey, but my son used it all the time and loves it. He can play with friends on line that he can no longer see due to distance learning.  He can cast the screen to our tv so I can see the live action as well. Well worth the price. It is a heck of a work out as well.",2022-05-18 18:19:10.622988,5,5
2022-05-18 18:19:10.638941,"I really wanted to love this product, but I can't seem to get a clear picture.  It's cloudy and blurry outside your direct line of sight. I bought the oculus fit package which includes a spacer for glasses and various faceplate widths.  Nothing I've tried has improved clarity.  Returning for refund.",2022-05-18 18:19:10.638941,1,1
2022-05-18 18:19:10.647058,"I bought this for my son for Xmas this year.  What he told me he likes is that it's ""backwards compatible"" with older Oculus software.  Which is great until new Quest software becomes available.  It's easy to use and very comfortable.  But be advised it can seem a bit heavy until you get used to it.",2022-05-18 18:19:10.647058,5,5
