Game_Id,Game_Name,Game_price,Game_description,Game_Modes,Game_PlayerModes,Game_Tracking,Game_Controllers,Game_Platforms,Category,Game_Genres,Game_Languages,Game_Version,Game_Developer,Game_Publisher,Game_Website,Game_ReleaseDate,Game_Policy,Game_RecommrndedCPU,Game_RecommrndedGraphics
1476883939049726,Witchblood,¥790,"Clara Pathemore has lost everything.  Pursued by zealots, she finds herself scared and alone in the forest, out-numbered and out-matched.  She must learn to control her growing powers and gain the strength necessary to defeat the Hunters that have taken over her town. 
 
Explore an intricate diorama world filled with secrets, enemies, and powerful magic.  With 6+ hours of metroidvania exploration and combat, hundreds of rooms, 40 upgrades, and 4 difficulty levels to master, Witchblood shows how VR transforms classic gaming.",Single User,,,"Gamepad, Oculus Go Controller","Gear VR, Go",Games,"Action, Adventure, RPG",English,1.0,Hidden Path Entertainment,Oculus Studios,http://www.hiddenpath.com/game/witchblood/,"June 9, 2017",Privacy Policy,,
984128001677065,Fractal Combat X,¥390,"FCX is an action-packed flight combat game, sporting top notch 3D graphics and a progressively intense gameplay!

MAIN FEATURES
- Exciting, fast-paced arcade flight combat action
- Top notch 3D graphics
- Unique gorgeous fractal landscapes
- Dozens of missions in Story mode
- New missions every day!
- Game controller support
- Epic sound tracks
- Multiple comfort and controls options",Single User,,,"Gamepad, Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Arcade, Shooter, Simulation",English,1.9.1.0,OYK Games,OYK Games,http://oykgames.com/fractal-combat-x/,"April 12, 2017",Privacy Policy,,
2515738525108145,Gymnasia,¥490,"This ground-breaking interactive stop-motion animation is the first collaboration between the National Film Board of Canada, Felix & Paul Studios and Clyde Henry Productions. Blending 3D 360-degree video, stop-motion, miniatures and CGI, GYMNASIA pushes the art of puppet animation into uncharted territory. Viewers shrink to 1/3 scale as they enter a world built entirely by hand. The first VR experience to induce the elusive anxiety that occurs when the lines between what’s real and unreal are blurred beyond belief, GYMNASIA is a dark dream ⎯ unsettling and weirdly wonderful. 

""A dark world of theater, VR, animation, and puppets"" - VRScout 
“Perfectly quirky... plenty of atmosphere and technical beauty"" - Engadget 
""Surprises abound here, in a unique tale of the utmost artistry"" - Animation Magazine 

Duration: 6 minutes 29 seconds.",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Entertainment,"360 Experience (non-game), Casual, Exploration","English, French (Canada)",1.00.2,Felix & Paul Studios,Felix & Paul Studios,https://www.felixandpaul.com/,"April 27, 2019",Privacy Policy,,
1093678027375678,Disc League,¥490,"* Use your Gear VR Controller for real disc throwing action *

A fast paced, physics based, game of throwing glowing discs at each other.
Play against others online or on local network.
Single player includes League Challenge where you compete with several other teams through 4 major competitions.
For a real challenge try ""hard"" and ""iron man"" modes to play 1v2 or 1v3!

Play with Gear VR Controller, many Bluetooth controllers or the touchpad.

In Disc League each competitor possesses a powered disc. This disc can be thrown at opponents to score points. The disc can also be used to defend against enemy discs. At any time you can recall your disc and direct its movement mid-flight. Try using the right analog stick to precisely block or to add curvature to your throws. This can also be done using touchpad by pressing and holding touchpad during a throw or block.

By combining curves, wall bounces, and recall there are many different strategies to discover.","Single User, Multiplayer",,,"Gamepad, Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Action, Social, Sports",English,0.8.4,Virtually Invincible LLC,Virtually Invincible LLC,http://VRDiscLeague.com/,"December 15, 2016",Privacy Policy,,
962797827179803,Pinball FX2 VR,¥490,"NEW CONTENT!  Universal Classics™ Pinball is now available as DLC!

Experience digital pinball as never before in Pinball FX2 VR, a groundbreaking new pinball game from the digital pinball pioneers at Zen Studios! Pinball FX2 VR features advanced physics, detailed 3D graphics, original table designs, and a robust set of social features and scoreboards making for an engaging VR experience you won’t find elsewhere. Pinball FX2 VR replicates the atmosphere of real-life pinball machines in a virtual play space, while presenting gameplay features and effects that cannot be physically recreated.",Single User,,,"Gamepad, Oculus Go Controller","Gear VR, Go",Games,"Arcade, Simulation","English, French (Canada), German, Italian, Spanish (Spain)",1.1.0,Zen Studios,Zen Studios,http://pinballfx.com/,"February 16, 2017",Privacy Policy,,
1316393138403817,Cloudlands: VR Minigolf,¥990,"Welcome to Cloudlands: VR Minigolf mobile edition!  Cloudlands: VR Minigolf is a virtual reality minigolf experience like you've never experienced before. Cloudlands uses an intuitive control mapping between the virtual putter and your Samsung GearVR or Oculus Go controller to make swinging feel natural, just like swinging a real putter.  Expect real-life golf skills to translate into the virtual world (oh no!).  Don't worry though.  It's minigolf!  Everyone can have fun and play.

Cloudlands includes a fantastical 18 hole course with access to over 1000 user created holes by some of the world's leading VR minigolf designers.  Expect to be challenged by ball cannons, floating bridges, spinning obstacles, and multi-island holes.

If you're tired of playing alone, challenge up to 3 other friends in 4 player local multiplayer.

If you own the Oculus Home version of the game, expect to see all of your content synced between the two platforms.","Multiplayer, Single User",,,Oculus Go Controller,"Gear VR, Go",Games,"Casual, Sports",English,2.1.2,Futuretown,Futuretown,http://futuretown.io/,"August 11, 2017",Privacy Policy,,
1845987428750183,Doors of Silence - the prologue,¥490,"From one of the best-known and more horrifying experiences for VR (best choice for Upload VR, GeorgeTown’s Gelardin Media Center and TheRiftArcade) that has collected millions of views on youtube, The Prologue was born as the first episode of a new horror saga: Doors of Silence.
Developed with Unreal Engine 4, DoS-The Prologue is an immersive survival horror for Gear VR, with stunning graphics and a long term gameplay featuring exploration, stealth, puzzles and interaction.

You wake up and find yourself in what looks like a nightmare. You have no recollection of where you are or who you are. Hide yourself from the evil entities and find out who you are and the secrets that lie in the underground bunkers and labs of this dark place.

WARNING: this game uses some JUMP SCARES",Single User,,,"Touchpad, Gamepad, Oculus Go Controller","Gear VR, Go",Games,"Adventure, Exploration, Horror",English,1.2,Blackbite Interactive,Blackbite Interactive,https://doorsofsilence.com/,"September 28, 2017",Privacy Policy,,
2108210925919661,Covert,¥990,"•••NOTE••• Please make sure you have a device that is fully compatible with the companion app - Supports Android 7.0 - iOS 6 & above.

Recruited by a mysterious client, you & a partner take on a series of high-profile heists. Utilize gadgets to infiltrate heavily guarded facilities as the crafty Thief in VR. Breach through security systems as the clever Hacker on a mobile device.  Cooperation & trust will be needed to sneak past guards, hack through laser grids, crack safes, & much more…

Team up & pull off the heist of the century!

Features:
6+ hours of gameplay
Cooperative: A successful heist cannot be achieved alone!
Asymmetric gameplay: Experience the heist as The Thief in VR, or as The Hacker on a mobile device
Companion app: Free! Only the VR app requires purchase
Online: Play with your friends & family from anywhere
Pass-and-play: Introduce your friends & family to the unique & immersive experience of VR, while putting your stealth, communication, & trust to the test!",Multiplayer,,,Oculus Go Controller,"Gear VR, Go",Games,"Action, Adventure, Social",English,1.1.3,White Elk LLC,Oculus Studios,http://thecovertgame.com/,"November 16, 2018",Privacy Policy,,
922519877806282,Oculus 360 Photos,Get,"The official 360 Photos app from Oculus will take you on a tour of amazing sights from around the world. View VR panoramas of breathtaking landscapes, ancient landmarks, dazzling cityscapes, underwater vistas, and much more.",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Apps,"Casual, Educational, Exploration",English,2.48.2,Oculus,Oculus,http://www.oculus.com/,"February 27, 2015",Privacy Policy,,
731949250255823,Within,Get,"This is our love letter to the emerging art form of Cinematic VR.

• What it is: beautiful immersive stories — award-winning VR documentaries, animation, music videos, horror, + more
• Photo-real people & places: everything is captured with cameras or rendered CGI
• Quality > Quantity: we hand-pick only the best from independent creators, studios, and film festivals from around the world every month
• Hi-res: if you download the experiences (streaming is fast but lower res)
• Free: no charges, no ads
• What it isn't: an interactive VR game (though we love those too!)

With love,
The Within team",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Entertainment,"360 Experience (non-game), Movie, Narrative",English,5.8.1296,"Within Unlimited, Inc.","Within Unlimited, Inc.",http://with.in/,"July 7, 2015",Privacy Policy,,
839725332767068,Temple Run VR,Get,"Temple Run redefined mobile gaming, and now it comes to Virtual Reality!

Run, jump, dodge and slide your way through interactive obstacles in an all new snowy arctic world.

Watch out for the Arctic Demon Monkeys, who will do anything to stop you from escaping with their precious idol!

Go for the high score and outlast your friends!

How long can you survive?!",Single User,,,"Gamepad, Touchpad","Gear VR, Go",Games,"Action, Adventure",English,1.0.4,"Imangi Studios, LLC","Imangi Studios, LLC",http://www.imangistudios.com/,"May 1, 2015",Privacy Policy,,
1327971593879954,Solar System,¥290,"Take a journey on board of space shuttle and go into a scientific expedition to the farthest corners of our Solar System. Enjoy a multi-dimensional, virtual adventure, full of scientific curiosities about our Earth and its environs. Be the first space tourist who can almost feel the structure of distant planets and moons under the feet like never before!

Admire the beauty of distant planets and learn interesting facts about them.

IllusionRay is the creator of the 'Solar System' movie used within the VR app.",Single User,,,Touchpad,"Gear VR, Go",Entertainment,"Educational, Exploration, Movie, Narrative","English, Spanish (Spain)",1.1.6,Fuero Games Sp. z o.o.,IllusionRay,http://www.illusionray.com/,"January 12, 2017",Privacy Policy,,
999953676712829,vTime XR,Get,"Meet, chat, watch content, and share your photos with real people from around the globe with vTime XR - the world's first cross-reality social network.
 
Completely cross-platform, vTime XR makes it possible to socialize with friends from anywhere in the world, inside stunning virtual destinations or your own 360 photos.

User feedback: 
“I would say vTime is definitely the most presence inducing app available right now” 
“One of the most incredible apps for VR” 

• Meet, chat and share in amazing VR destinations
• Watch exciting video content with friends in vTime XR Theaters
• Share photos, or sit with friends inside 360 images
• Experience lifelike 360 sound with DTS:X® Game Audio
• Express yourself with virtual gestures 
• Private message vTime friends with vText
• Millions of customization options
• Users in over 190 countries

*NOT COMPATIBLE WITH BLUETOOTH HEADSETS. PLEASE USE WIRED EARBUDS/HEADPHONES*

*AR MODE NOT AVAILABLE FOR GEAR VR OR GO","Multiplayer, Single User",,,"Oculus Go Controller, Touchpad","Gear VR, Go",Apps,"Casual, Social",English,2.12.1261,vTime Limited,vTime Limited,http://www.vTime.net/,"December 21, 2015",Privacy Policy,,
2252817104759749,National Geographic VR,Get,"Dive into another world with the National Geographic VR app! Free-climb El Capitan, dive with sharks, visit the limits of space or experience encounters with beautiful and endangered species. The National Geographic VR app has new content regularly covering Culture, Animals, Science, Travel and other never-seen before views of our world…and beyond. Come explore with us and go further.",Single User,,,"Gear VR, Go",Entertainment,"Adventure, Exploration, Travel",,English,0.2.3,National Geographic,National Geographic,http://www.nationalgeographic.com/,"November 6, 2018",Privacy Policy,,
646891152077200,Shooting Showdown 2 VR,Get,"The Shooting Showdown franchise turned the FPS genre on its head with groundbreaking gyroscopic virtual reality and ultra-competitive multiplayer. 
 
Now with Shooting Showdown 2 VR, the world's first virtual reality shooting range is back with in-your-face GearVR support. Simply move your head to aim and tap the touchpad to shoot. 
 
Whether honing your skills in the practice range or challenging a player on the other side of the globe, Shooting Showdown 2 VR puts your sharpshooting skills to the test.",Multiplayer,Touchpad,,"Gear VR, Go",Games,"Action, Shooter",,English,1.9,Naquatic LLC,Naquatic LLC,http://naquatic.com/shooting-showdown/,"May 1, 2015",Privacy Policy,,
1115223751871877,DMM VR Video Player,Get,All download and streaming VR purchased with DMM can be played with this VR app.,Single User,,,Touchpad,"Gear VR, Go",Apps,"Movie, Music Video",Japanese,2.0.10,Dmm.com LLC,DMM.com LLC,http://www.dmm.com/,"November 9, 2016",Privacy Policy,,
945657588886188,Moon VR Player : Stream videos from PC/3D/2D/360/180,Get,"As the most popular player support streaming videos from PC, Moon Player brings you gorgeous experience to view high-quality videos in VR. Browse and play videos from your very own video library in VR has never been this easy. More than just elegant design, it also maximizes your video quality, and plays just about any format, including standard/3D/360/180 videos.You can mark it as your favorite app so that it can be started from launcher.

Q:How to stream videos from PC?
A:Download air play software on our website: moonplayerapp.com, drag the videos into the window of air play,set your phone and PC in the same Wi-fi, then you can enjoy the videos from PC without copying them.

If you like our player, please give a 5 star review and recommend it to your friends who use gear vr so that they can enjoy it, too.

Please join us at https://www.facebook.com/moonplayervr/, if you have any trouble or feature request, just left a comment there, we will reply you as soon as possible :)",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Apps,"Casual, Exploration, Movie, Productivity, Utility","English, Chinese (China)",2.5.0,Beijing InnoVision Inc,Rock VR,http://www.moonplayerapp.com/,"May 4, 2016",Privacy Policy,,
1397570263626312,Conflict0: Shattered,Get,"35 years after the civil war, the last Sovereign has finally been located. Your mission is simple: infiltrate the base to locate the target and eliminate it. The weapon of choice is a specially modified old war robot. 

From the creators of ANGEST, Conflict 0 - Shattered is the first chapter of this post-war story, a look on what happened on the country of Navaha after years of war.

* Infiltrate the base stealthily to find your target
* Fend off enemy waves using a powerful gun
* Use a energy sword for duels
* Your decisions are an fragment of an atmospheric, complex world",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Games,"Action, Adventure, Shooter","English (US), Portuguese (Brazil), Spanish (Mexico)",1.0.55,Black River Studios,Black River Studios,http://blackriverstudios.net/,"November 29, 2017",Privacy Policy,,
869485659814410,The Body VR,Get,"NOTE: Audio NOT compatible with bluetooth headphones.

The Body VR is an educational virtual reality experience that takes the user inside the human body. Travel through the bloodstream and discover how blood cells work to spread oxygen throughout the body. Enter one of the billions of living cells inside our body and learn how the organelles work together to fight deadly viruses.",Single User,,,Touchpad,"Gear VR, Go",Apps,"Educational, Exploration, Narrative",English,3.0.2,Moshe Ben-Zacharia,The Body VR LLC,http://thebodyvr.com/,"November 19, 2015",Privacy Policy,,
906577009374541,Dead Secret Circle,"¥1,490","Five years after the events of DEAD SECRET, a razor-wielding maniac with a penchant for circles is prowling the wintry streets of Chicago. Follow the clues to a dilapidated apartment building and its down-and-out tenants, each with something to hide. Investigate their apartments, collect evidence, and pay attention to your dreams to solve the riddle of The Laughing Man before you meet his blade.

Slow-burn psychological horror. Nothing is as it seems.

In DEAD SECRET CIRCLE you can freely explore every nook and cranny of the highly detailed environment with full locomotion. Solve devious puzzles in classic Adventure format. Collect items, review the clues, and unlock the secrets of this strange building. You can run, you can hide, but you cannot fight The Laughing Man. Your only weapon is your wits. Find alternate endings, a huge collection of hidden items and documents, and branching dialog paths.

Haunting original score by Ben Prunty (FTL, Darkside Detective, Into the Breach).",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Games,"Adventure, Horror, Narrative","English, English (US)",1.0,Robot Invader,Robot Invader,http://deadsecret.com/,"April 23, 2018",Privacy Policy,,
1152440564774310,INVASION!,Get,"**2017 Emmy Winning VR experience.** Featuring the voice of Ethan Hawke, and created by the director of Madagascar and the top rated VR experiences Crow: the Legend and ASTEROIDS!  

The animated film INVASION! introduces two bumbling aliens, Mac and Cheez, who try to take over Earth before being thwarted by two adorable bunnies ... and YOU are one of them!

Official selection of Cannes and Tribeca Film Festivals.",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Entertainment,"360 Experience (non-game), Movie, Narrative",English,3.56,Baobab Studios,Baobab Studios Inc.,http://www.baobabstudios.com/,"March 9, 2016",Privacy Policy,,
1514501481946313,Space Battle,Get,"This app requires a Gear VR controller.

The player begins the experience as a pilot to carry out the task of removing the enemy's huge battleship.
Moving through the snowy mountains and cities, you will fight  against enemy forces.
The simulator runs as you are on a fighter, and the experience takes about 3 minutes.",Single User,,,Oculus Go Controller,"Gear VR, Go",Games,"Action, Arcade, Fighting, Racing, Shooter",English,1.0,SAMSUNG SPACE BATTLE,SAMSUNG,http://www.skonec.com/,"May 10, 2017",Privacy Policy,,
929143807179080,Guided Meditation VR,Get,"Meditation made simple & visual.

Bring peace, joy, and calm back into your daily life with Guided Meditation VR™. Now in 5k on the Oculus Go.

– ENVIRONMENTS –
100+ lush environments to escape the every day.

– MINDFULNESS –
20+ hours of guided meditations in Zen, Loving Compassion, Maternity, Depression, or Sleep.

– CALMING MUSIC –
50+ relaxing audio tracks designed to enhance your meditation experience.

– CUSTOMIZE –
Prefer meditating on your own? Like music? No music? Customize your meditation sessions to be perfect, just for you. 

– TIMER –
Are you an advanced meditator? Use our simple meditation timer.

– PORTABLE –
Use at home, work, with the family, at the hospital, while your mind vacations in exotic locations across the universe.

– 100% FREE –
No in app purchases. No ads. No worries.

– CONTACT –
Ideas? We're here to help! Email gmvr@cubicleninjas.com.

Leave the worries of your life behind to return calmer and stronger. Find your happy place™.",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Apps,"360 Experience (non-game), Relaxation/Meditation, Travel","English, Arabic, Chinese (China), French (France), German, Japanese, Spanish (Mexico), Spanish (Spain)",3.1.42,Cubicle Ninjas,Cubicle Ninjas,https://guidedmeditationvr.com/,"June 1, 2016",Privacy Policy,,
1745900872117882,The ArcSlinger,¥390,"When the world is in danger, the people turn to a hero. Entrusted with the mythical gun Angelheart, you must take down the villainous Gold Smoke and his dastardly gang. Do you have what it takes to become The Arcslinger?

- An original story and universe
- Discover dozens of Arcs and sling them to unleash incredible powers
- 15 levels of first-person shooter VR fun
- Become a master gunslinger as you fight your way to saving the world
- Featuring the voice talents of Nolan North, Jessica DiCicco, Roger Craig Smith, and Jason Spisak",Single User,,,Oculus Go Controller,"Gear VR, Go",Games,"Action, Arcade, Shooter",English,1.2.7,Big Red Button Entertainment,Big Red Button Entertainment,http://www.brbent.com/,"May 5, 2018",Privacy Policy,,
1175172312522689,405 Road Rage,Get,"405 Road Rage is a endless traffic racer taking place on the world famous California 405 Freeway. Experience driving in traffic like never before! Bump, side-swipe and and ram your way through traffic in this ultra realistic (cough) simulation of California driving.

Enjoy a variety of game-play with unlock-able vehicles, upgrades and weaponry that is sure to make your virtual commute a breeze.

Features:
-6 Player Vehicles 
-Over 20 Different Traffic Vehicles
-3 Game-play Modes including Bomb Bus Mini-game
-Missile Launcher Upgrade
-Cowcatcher Upgrade",Single User,,,Touchpad,"Gear VR, Go",Games,"Arcade, Casual, Racing",English,1.2.0,"Lucid Sight, Inc.","Lucid Sight, Inc.",http://www.lucidsight.com/,"July 13, 2016",Privacy Policy,,
2098235286868577,Coco VR,Get,"Coco VR is Pixar’s stunning debut into virtual reality: an adventure into the beautiful Disney-Pixar film, Coco.

Follow the magical alebrije into the luminous world of Coco filled with lovable characters and beautiful settings from the film.

FEATURES
* Meet Miguel, Ceci, and Hector in fascinating locations featured in the movie.
* Express your uniqueness and rock a new style in Ceci’s costume shop.
* Take a gondola ride and see the gorgeous city from above.
* Live a little in the spotlight!  You’re the star alongside of Hector in a musical celebration of Dia de los Muertos!
* Full localized Spanish version available through the setting menu.",Single User,,,Oculus Go Controller,"Gear VR, Go",Entertainment,"Exploration, Movie, Social","English, Spanish (Mexico)",1.0,"Magnopus, Walt Disney Studios",Walt Disney Studios,http://www.disneymoviesvr.com/,"November 23, 2017",Privacy Policy,,
1656522077759220,Discovering Space,¥290,"* Learn the about some of our close neighbours, through an intensely engaging experience.

* Contemplate the awesomeness and remoteness of space.

… or just simply enjoy the ride.


Highlights:

Take a high orbit around the earth, visit the far side of the Moon. Fly in close to Moon’s surface and understand the formation of lunar features.

See our fragile home, Earth, from a completely new perspective.

Visit Mars and its companion moons. Fly in low and close over some of Mars’ ancient geological features.

Go deeper into the Solar system; graze upon Jupiter’s swirling clouds and swing around some of its fascinating moons.


Features:

* High quality 3d real-time rendered visuals for truly immersive feel.
* True to scale planets and moons.
* Engaging soundtrack and audio.
* Three tours, between 5 and 10 minutes each.",Single User,,,Oculus Go Controller,"Gear VR, Go",Apps,"Educational, Exploration, Space/Universe",English,1.06,DiscoveringVR,DiscoveringVR,http://discoveringvr.com/,"April 27, 2018",Privacy Policy,,
1165889830098769,World Traveler VR,¥190,"World Traveler is a geo guessing, hidden object VR game in which your goal is to figure out which city you are in. On each level of the game you are „teleported” to an unknown street or location somewhere on earth and you need to uncover the mystery: Where am I?

Indie Prize USA 2016 - Best VR Nomination",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Games,"Educational, Exploration, Travel",English,1.1,Nemesys Games,Nemesys Games,https://www.nemesys.hu/World-Traveler,"October 12, 2016",Privacy Policy,,
1792865820758773,Skylight (Deluxe Edition),¥990,"Skylight is a VR turn-based tactics game of colossal space battles.
​
On the bridge of your flagship, a holographic projector shows your fleet floating in space, facing the enemy and awaiting your orders.  Command nimble squadrons of fighters, specialized frigates, and giant capital ships as you orchestrate your forces toward victory.

The new Deluxe Edition includes new missions and ships, for a total of 15 unique ship types!

Play through 36 Campaign missions, create your own in Skirmish mode, or play a Multiplayer match against your friends or a stranger. The multiplayer is turn-based, so you don't need to be online at the same time as your opponent. You can input your fleet's orders on your own time and come back to continue playing the match later!

""Skylight has been perfectly formulated with engaging gameplay, quirky visuals and hours of entertainment. (5/5)"" - VRFocus

Skylight is the 3rd VR game from E McNeill, creator of the award-winning Gear VR games Darknet and Tactera.","Multiplayer, Single User",,,"Gamepad, Oculus Go Controller, Touchpad","Gear VR, Go",Games,"Puzzle, Simulation, Strategy","English, Chinese (Taiwan), French (France), German, Italian, Japanese, Korean, Spanish (Spain)",1.48,E McNeill,E McNeill,https://www.playskylight.com/,"December 20, 2017",Privacy Policy,,
2600000103359534,Crow: The Legend,Get,"Starring John Legend, Oprah Winfrey, Constance Wu (Crazy Rich Asians), Tye Sheridan (Ready Player One), Diego Luna (Rogue One: A Star Wars Story), and Liza Koshy. Created by the director of Madagascar and the Emmy-winning animated films Invasion! and Asteroids!

In this animated movie, Crow is the most admired animal in the forest with his magnificent colors and beautiful voice.  But when the very first winter arrives, can Crow make the personal sacrifices needed to save his friends? 

Official selection of Cannes Le Marché du Film and Venice International Film Festival.",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Entertainment,"360 Experience (non-game), Movie, Narrative",English,1.61,Baobab Studios,Baobab Studios Inc.,http://www.baobabstudios.com/,"November 16, 2018",Privacy Policy,,
1272280566205677,Battle of Kings VR: Mobile,¥490,"The time of war has come! Take the command and use your strategic skills to defend the siege against your fortifications. 
You can’t win only by defending your Kingdom. Develop your economics, assemble and upgrade your army to defeat the enemy forces in a real Battle of Kings.

Key features:
- Towers of different strategic usage
- Classic tower defense levels
- Battle levels (featuring defense, offense and economy)
- Battle PvP mode available in multiplayer or against AI
- Different environment themes
- Lots of possible winning strategies","Single User, Multiplayer",,,"Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Casual, Simulation, Strategy",English,1.11,"Battle Of Kings Team, Wenkly Studio Sp. z o.o.",Wenkly Studio Sp. z o.o.,https://wenklystudio.com/,"December 20, 2017",Privacy Policy,,
1272636489423125,Mondly: Learn Languages in VR,¥490,"Experience the most advanced way to learn languages from the comfort of your couch. Mondly VR perfectly complements with Mondly's main language learning app, allowing you to practice everything that you learn. Our virtual characters will show you how fun learning can be!

You'll get instant feedback on your pronunciation, suggestions that enrich your vocabulary and surprises that transform learning a language with Mondly VR in a unique experience.

Take part in realistic dialogues inspired by authentic events: make friends on the train to Berlin, order dinner in a Spanish restaurant, check into a hotel in Paris.

Build your fluency in 30 languages: English, Spanish, German, French, Italian, Arabic, Russian, Korean, Japanese, Chinese & more.

Mondly is a leading language learning platform with more than 40,000,000 downloads worldwide, available on iOS, Android and PC. The first to launch a VR experience for learning languages featuring speech recognition and chatbot technology.",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Apps,"Casual, Educational, Productivity","English, Arabic, Chinese (China), Czech, Danish, Dutch, Finnish, French (France), German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian (Bokmål), Polish, Portuguese (Brazil), Romanian, Russian, Spanish (Spain), Swedish, Thai, Turkish, Ukrainian, Vietnamese",4.4.2,ATi Studios,ATi Studios A.P.P.S.,https://www.mondly.com/,"February 15, 2017",Privacy Policy,,
2187469658010419,Prime Video VR,Get,"Welcome to the world of Prime Video VR, where your Prime membership gives you access to award-winning Amazon Originals, popular movies, hit TV shows, and a growing library of immersive virtual reality content. Enjoy access to titles you’ve bought or rented, plus sports, live events, and channel subscriptions purchased through Amazon.

 Not a Prime member? Visit www.amazon.com to sign up and enter a new virtual reality experience in addition to Prime content and fast FREE shipping. Amazon License Agreement: By downloading this application you agree to the Amazon Terms of Use and Privacy Policy, located at www.amazon.com/vr-terms.",Single User,,,"Oculus Go Controller, Touchpad",Go,Entertainment,"360 Experience (non-game), Movie, Narrative","English, English (UK), Czech, Danish, Dutch, Finnish, French (Canada), French (France), German, Italian, Japanese, Norwegian (Bokmål), Polish, Portuguese (Brazil), Spanish (Mexico), Spanish (Spain), Swedish",1.5.0.3756,Amazon,Amazon,http://www.amazon.com/primevideovr,"July 25, 2019",Privacy Policy,,
693852360737481,Dreadhalls Demo,Get,"Experience a new kind of immersive horror in Dreadhalls!

You are trapped deep inside a massive dungeon. Explore it, survive it, and find a way to escape. Your only weapons will be stealth, your own courage, and a faint light.

Inspired by the survival horror and roguelike genres, Dreadhalls has been terrorizing people ever since its debut at the 2013 Oculus + Indiecade VR Jam.

Dreadhalls is an intense and scary experience, not for the faint of heart. You have been warned!",Single User,,,"Gamepad, Oculus Go Controller","Gear VR, Go",Games,"Exploration, Horror",English,1.6.1,White Door Games,White Door Games,http://www.dreadhalls.com/,"May 1, 2015",Privacy Policy,,
743301119132072,Solitaire Jester,Get,"Sit back and relax while playing solitaire like you never have before. With Solitaire Jester, you’ll enjoy your own private library, complete with a cozy fireplace, while you hone your card playing skills with this classic game. 

Gear VR controller support is coming soon.",Single User,,,"Touchpad, Gamepad","Gear VR, Go",Games,"Casual, Puzzle",English,1.4.59895,Resolution Games,Resolution Games,https://www.resolutiongames.com/jester,"July 15, 2015",Privacy Policy,,
985740968178995,Photon Strike,¥190,"Take the role as master and commander of a planet in a universe that wraps around you in full 360 degrees. Send your fleet out to explore uncharted planets or turn their power against your enemies - it is all up to you!

Photon Strike is an action packed strategy game that features single player games against  multiple unique computer controlled enemies (Rosey, Max and Jarvis) as well as multiplayer games with up to 4 human players.

Find out if you have what it takes to rule the universe!","Single User, Multiplayer",,,"Touchpad, Gamepad","Gear VR, Go",Games,"Arcade, Casual, Strategy",English,0.1.9,Photon Forge,Photon Forge,http://www.photonforge.se/games/photon-strike/,"May 25, 2016",Privacy Policy,,
1040150542725228,Trains VR,¥890,"Hop on the Puzzle Train with us!

The House of Fables has combined virtual reality with a childhood dream. We created a video game which offers you the chance to relive those innocent memories.

Trains VR is a puzzle game that gives you the ultimate opportunity to find the best-fitting solution to railroad problems and relive your childhood:

* Challenge yourself with 40 levels of logical puzzles that have multiple solutions.
* Dive into a fantasy world of locomotives, train stations and magical stars that you will have to collect.
* Become a master builder and the fastest conductor of all!

Build, Ride, Fail, Repeat and solve puzzles!",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Games,"Casual, Puzzle, Simulation",English,1.0,The House of Fables,The House of Fables,https://www.thehouseoffables.com/en/projects/vr-trains/,"April 26, 2018",Privacy Policy,,
1309677705722446,ASTEROIDS! Full Experience,Get,"**2018 Emmy Winning VR Experience** From the director of Madagascar and the hit VR experiences Crow: The Legend and Emmy award winning INVASION! 

DIVE INTO A NEW ANIMATED SPACE ADVENTURE and experience the challenges of outer space as you become part of the crew in a journey with quirky aliens Mac, Cheez (Elizabeth Banks) and their sidekick Peas (Ingrid Nilsen). The next chapter in the INVASION! universe.

Official Sundance Selection and winner of the Unity Vision Award for best virtual reality.",Single User,,,"Oculus Go Controller, Touchpad","Gear VR, Go",Entertainment,"360 Experience (non-game), Movie, Narrative",English,3.91,"Baobab Studios, Inc.","Baobab Studios, Inc.",http://www.baobabstudios.com/,"December 21, 2017",Privacy Policy,,
